key_regions	globalkey	localkey	length	length_norepeat	n_stepwise	%_stepwise	n_ascending	n_descending	bd	stepwise_bd	stepwise_chords	ascending_bd	ascending_chords	descending_bd	descending_chords	ixa	ixb
68	D	I	5	5	2	40.0	1	1	5 1 7 1 5	['1 7 1']	['I V65 I']	['7 1']	['V65 I']	['1 7']	['I V65']	('c02n05_echos', 103)	('c02n05_echos', 107)
69	D	V	11	8	2	25.0	1	1	4 3 6 2 7 1 5 1	['4 4 4 3', '7 1 1']	['IV ii6 V2 I6', 'V65 I(4) I']	['7 1 1']	['V65 I(4) I']	['4 4 4 3']	['IV ii6 V2 I6']	('c02n05_echos', 108)	('c02n05_echos', 118)
70	D	I	39	32	10	31.2	7	3	5 1 4 2 5 4 3 4 2 1 5 1 6 4 5 1 6 4 5 1 5 6 4 5 1 5 1 5 6 4 5 1	['5 4 3 4', '2 1', '4 5', '4 5 5 5', '5 6', '4 5 5', '5 6', '4 5']	['V V2 I6 IV', 'V43 I', 'ii65 V', 'ii65 V V V7', 'V7 vi', 'ii65 V V7', 'V vi', 'ii65 V']	['3 4', '4 5', '4 5 5 5', '5 6', '4 5 5', '5 6', '4 5']	['I6 IV', 'ii65 V', 'ii65 V V V7', 'V7 vi', 'ii65 V V7', 'V vi', 'ii65 V']	['5 4 3', '2 1']	['V V2 I6', 'V43 I']	('c02n05_echos', 119)	('c02n05_echos', 157)
71	A	I	14	13	5	38.5	4	1	1 3 7 5 1 4 2 3 4 5 1 7 1	['2 3 4 5 5', '1 7 1']	['V43 I6 ii65 V(64) V', 'I V6 I']	['2 3 4 5 5', '7 1']	['V43 I6 ii65 V(64) V', 'V6 I']	['1 7']	['I V6']	('c03n01_prelude', 0)	('c03n01_prelude', 13)
72	A	V	18	16	9	56.2	5	4	4 3 2 5 1 3 4 5 1 5 4 3 4 #4 5 1	['4 3 2', '3 4 5', '5 4 3 4 #4 5 5']	['viio64 I6 ii7', 'I6 ii65 V', 'V V2 I6 ii65 V65/V V(64) V']	['3 4 5', '3 4 #4 5 5']	['I6 ii65 V', 'I6 ii65 V65/V V(64) V']	['4 3 2', '5 4 3']	['viio64 I6 ii7', 'V V2 I6']	('c03n01_prelude', 14)	('c03n01_prelude', 31)
73	A	I	10	9	3	33.3	3	0	7 5 1 5 1 5 6 7 1	['5 5 6 7 1']	['V I64 IV6 V65 I']	['5 5 6 7 1']	['V I64 IV6 V65 I']	[]	[]	('c03n01_prelude', 32)	('c03n01_prelude', 41)
74	A	IV	10	7	2	28.6	2	0	5 3 4 2 3 5 1	['3 4 4', '2 3 3']	['I6 IVM7 ii6', 'ii iii7 I6']	['3 4 4', '2 3 3']	['I6 IVM7 ii6', 'ii iii7 I6']	[]	[]	('c03n01_prelude', 42)	('c03n01_prelude', 51)
75	A	I	25	21	13	61.9	4	9	6 7 1 7 3 6 5 4 3 4 6 5 1 7 5 4 3 4 6 5 1	['6 7 1 1 7 7', '6 5 4 3 4', '6 5 5', '1 7', '5 4 3 4', '6 5 5']	['IV6 V6 I IV64 vii%7 iii64', 'V64/V V V2 I6 ii65', 'IV6 V(64) V', 'I V6', 'V V2 I6 ii65', 'IV6 V(64) V']	['6 7 1 1', '3 4', '3 4']	['IV6 V6 I IV64', 'I6 ii65', 'I6 ii65']	['1 1 7 7', '6 5 4 3', '6 5 5', '1 7', '5 4 3', '6 5 5']	['I IV64 vii%7 iii64', 'V64/V V V2 I6', 'IV6 V(64) V', 'I V6', 'V V2 I6', 'IV6 V(64) V']	('c03n01_prelude', 52)	('c03n01_prelude', 76)
76	A	I	24	19	8	42.1	7	1	1 2 3 1 5 6 7 1 4 5 1 7 3 6 2 5 7 1 5	['1 2 3', '5 5 6 6 7 1', '4 5', '1 1 7 7', '7 1']	['I viio6 I6', 'V(4) V vi IV6 V65 I', 'IVM7 V', 'I vi6 viio7 V6', 'V65 I']	['1 2 3', '5 5 6 6 7 1', '4 5', '7 1']	['I viio6 I6', 'V(4) V vi IV6 V65 I', 'IVM7 V', 'V65 I']	['1 1 7 7']	['I vi6 viio7 V6']	('c03n02_allemande', 0)	('c03n02_allemande', 23)
77	A	V	17	16	6	37.5	1	5	4 3 4 2 5 3 6 4 7 5 4 3 2 1 5 1	['4 3 4', '5 4 3 2 1']	['IV I6 ii6', 'V V2 I6 viio6 I']	['3 4']	['I6 ii6']	['4 3', '5 4 3 2 1']	['IV I6', 'V V2 I6 viio6 I']	('c03n02_allemande', 24)	('c03n02_allemande', 40)
78	A	I	8	7	4	57.1	3	1	6 7 1 7 1 3 1	['6 7 1 1 7 1']	['IV6 V65 I ii2 V65 I']	['6 7 1 1', '7 1']	['IV6 V65 I ii2', 'V65 I']	['1 1 7']	['I ii2 V65']	('c03n02_allemande', 41)	('c03n02_allemande', 48)
79	A	vi	15	11	7	63.6	7	0	6 4 5 6 #6 7 #7 1 4 5 1	['4 5 5 6 6 #6 7 7 #7 1', '4 5']	['ii%65 V III+6 VI iv6 V65/VII VII v6 V6 i', 'ii%65 V']	['4 5 5 6 6 #6 7 7 #7 1', '4 5']	['ii%65 V III+6 VI iv6 V65/VII VII v6 V6 i', 'ii%65 V']	[]	[]	('c03n02_allemande', 49)	('c03n02_allemande', 63)
80	A	ii	9	8	2	25.0	2	0	#6 #7 5 1 6 4 5 1	['#6 #7 #7', '4 5']	['IV6 V65 V6', 'ii%65 V']	['#6 #7 #7', '4 5']	['IV6 V65 V6', 'ii%65 V']	[]	[]	('c03n02_allemande', 64)	('c03n02_allemande', 72)
81	A	V	6	6	1	16.7	0	1	4 3 1 4 2 5	['4 3']	['V2 I6']	[]	[]	['4 3']	['V2 I6']	('c03n02_allemande', 73)	('c03n02_allemande', 78)
82	A	I	27	25	8	32.0	2	6	5 4 3 1 4 2 5 3 6 7 5 1 7 6 4 5 3 6 2 5 3 2 1 5 1	['5 4 3', '6 6 7', '1 7 6', '4 5 5', '3 2 1']	['V V2 I6', 'vi IV6 V6', 'I IM2 IV6', 'IV V iii6', 'I6 V43 I']	['6 6 7', '4 5 5']	['vi IV6 V6', 'IV V iii6']	['5 4 3', '1 7 6', '3 2 1']	['V V2 I6', 'I IM2 IV6', 'I6 V43 I']	('c03n02_allemande', 79)	('c03n02_allemande', 105)
83	a	i	21	18	10	55.6	5	5	1 6 5 4 5 3 4 5 1 3 7 2 #3 4 1 7 6 5	['6 5 4 5', '3 4 5 5', '2 #3 4', '1 1 7 6 6 5']	['VI VIM2 ii%65 V', 'i6 ii%65 V(64) V', 'VII6 V65/iv iv', 'i V43/VII v6 vi7 iv6 V']	['4 5', '3 4 5 5', '2 #3 4']	['ii%65 V', 'i6 ii%65 V(64) V', 'VII6 V65/iv iv']	['6 5 4', '1 1 7 6 6 5']	['VI VIM2 ii%65', 'i V43/VII v6 vi7 iv6 V']	('c03n03_courante', 0)	('c03n03_courante', 20)
84	a	v	17	16	6	37.5	5	1	#7 1 3 2 #7 5 1 4 5 1 4 2 3 4 5 1	['#7 1', '3 2', '4 5 5', '2 3 4 5']	['V6 i', 'i6 #viio6', 'ii%65 V v', 'V43 i6 ii%65 V']	['#7 1', '4 5 5', '2 3 4 5']	['V6 i', 'ii%65 V v', 'V43 i6 ii%65 V']	['3 2']	['i6 #viio6']	('c03n03_courante', 21)	('c03n03_courante', 37)
85	a	i	1	1	0	0.0	0	0	1	[]	[]	[]	[]	[]	[]	('c03n03_courante', 38)	('c03n03_courante', 38)
86	a	v	1	1	0	0.0	0	0	1	[]	[]	[]	[]	[]	[]	('c03n03_courante', 39)	('c03n03_courante', 39)
87	a	i	6	6	3	50.0	0	3	5 4 3 2 5 1	['5 4 3 2']	['V V2 i6 ii%7']	[]	[]	['5 4 3 2']	['V V2 i6 ii%7']	('c03n03_courante', 40)	('c03n03_courante', 45)
88	a	iv	8	8	4	50.0	0	4	4 3 2 1 4 3 5 1	['4 3 2 1', '4 3']	['V2 i6 V43 i', 'V2 i6']	[]	[]	['4 3 2 1', '4 3']	['V2 i6 V43 i', 'V2 i6']	('c03n03_courante', 46)	('c03n03_courante', 53)
89	a	VII	4	4	1	25.0	1	0	6 7 5 1	['6 7']	['IV6 V65']	['6 7']	['IV6 V65']	[]	[]	('c03n03_courante', 54)	('c03n03_courante', 57)
90	a	III	8	8	2	25.0	2	0	6 7 5 1 6 4 5 1	['6 7', '4 5']	['IV6 V65', 'ii65 V']	['6 7', '4 5']	['IV6 V65', 'ii65 V']	[]	[]	('c03n03_courante', 58)	('c03n03_courante', 65)
91	a	i	31	27	14	51.9	14	0	2 3 4 5 #3 1 4 2 #7 1 4 5 3 4 #4 5 6 4 5 1 4 #4 5 6 4 5 1	['2 3 4 4 5', '#7 1', '4 5', '3 4 #4 5 6', '4 5', '4 #4 5 6', '4 5']	['V43 i6 ii%65(9) ii%65 V', 'V65 i', 'ii%65 V', 'i6 ii%65 V65/V V ii%43', 'ii%65 V', 'II%65 V65/V V ii%43', 'ii%65 V']	['2 3 4 4 5', '#7 1', '4 5', '3 4 #4 5 6', '4 5', '4 #4 5 6', '4 5']	['V43 i6 ii%65(9) ii%65 V', 'V65 i', 'ii%65 V', 'i6 ii%65 V65/V V ii%43', 'ii%65 V', 'II%65 V65/V V ii%43', 'ii%65 V']	[]	[]	('c03n03_courante', 66)	('c03n03_courante', 96)
92	a	i	10	9	4	44.4	3	1	1 6 #7 3 2 3 4 5 1	['3 2 3 4 5']	['i6 V43 i6 ii%65 V']	['2 3 4 5']	['V43 i6 ii%65 V']	['3 2']	['i6 V43']	('c03n04_sarabande_grave', 0)	('c03n04_sarabande_grave', 9)
93	a	III	17	14	6	42.9	4	2	7 1 4 2 5 1 4 5 #5 6 b6 5 b3 1	['7 1', '4 4 5 #5 6 b6 5 5']	['V65 I', 'IV7 ii6 V III+6 VIM7 ii%43 V V']	['7 1', '4 4 5 #5 6']	['V65 I', 'IV7 ii6 V III+6 VIM7']	['6 b6 5 5']	['VIM7 ii%43 V V']	('c03n04_sarabande_grave', 10)	('c03n04_sarabande_grave', 26)
94	a	iv	7	5	2	40.0	0	2	3 2 1 5 1	['3 3 2 1']	['III+7 i6 V43 i']	[]	[]	['3 3 2 1']	['III+7 i6 V43 i']	('c03n04_sarabande_grave', 27)	('c03n04_sarabande_grave', 33)
95	a	III	9	8	3	37.5	2	1	5 1 4 3 4 5 1 3	['4 3 4 5']	['IVM7 I6 ii65 V']	['3 4 5']	['I6 ii65 V']	['4 3']	['IVM7 I6']	('c03n04_sarabande_grave', 34)	('c03n04_sarabande_grave', 42)
96	a	iv	5	3	0	0.0	0	0	4 1 3	[]	[]	[]	[]	[]	[]	('c03n04_sarabande_grave', 43)	('c03n04_sarabande_grave', 47)
97	a	i	22	16	9	56.2	8	1	1 5 3 #3 4 5 3 4 5 1 3 4 3 4 5 1	['3 #3 4 4 5', '3 4 5 5', '3 4 4 4 3 4 5']	['i6 I65 iv(97) ii%65 V', 'i6 ii%65 V(64) V7', 'i6 iv(97) iio6 V2 i6 ii%65 V']	['3 #3 4 4 5', '3 4 5 5', '3 4 4 4', '3 4 5']	['i6 I65 iv(97) ii%65 V', 'i6 ii%65 V(64) V7', 'i6 iv(97) iio6 V2', 'i6 ii%65 V']	['4 4 4 3']	['iv(97) iio6 V2 i6']	('c03n04_sarabande_grave', 48)	('c03n04_sarabande_grave', 69)
98	a	i	15	11	7	63.6	4	3	1 2 3 4 5 1 7 6 5 2 4	['1 2 3 4 5', '1 1 7 7 6 6 5 5']	['i V43 i6 ii%65 V', 'i viio6/VII VII v6 VIM7 iv6 v7 III6']	['1 2 3 4 5']	['i V43 i6 ii%65 V']	['1 1 7 7 6 6 5 5']	['i viio6/VII VII v6 VIM7 iv6 v7 III6']	('c03n05_gavotte', 0)	('c03n05_gavotte', 14)
99	a	III	15	14	6	42.9	1	5	1 4 5 1 b7 4 2 1 b6 4 1 b7 b6 5	['4 5', '1 b7', '2 1', '1 b7 b6 5']	['ii65 V', 'I iv/IV', 'V43 i', 'i i2 ii%43 V']	['4 5']	['ii65 V']	['1 b7', '2 1', '1 b7 b6 5']	['I iv/IV', 'V43 i', 'i i2 ii%43 V']	('c03n05_gavotte', 15)	('c03n05_gavotte', 29)
100	a	v	6	6	4	66.7	4	0	1 2 3 4 5 1	['1 2 3 4 5']	['i VII6 i6 ii%65 V']	['1 2 3 4 5']	['i VII6 i6 ii%65 V']	[]	[]	('c03n05_gavotte', 30)	('c03n05_gavotte', 35)
101	a	iv	6	5	0	0.0	0	0	2 5 3 5 1	[]	[]	[]	[]	[]	[]	('c03n05_gavotte', 36)	('c03n05_gavotte', 41)
102	a	III	8	7	0	0.0	0	0	4 2 5 3 1 5 1	[]	[]	[]	[]	[]	[]	('c03n05_gavotte', 42)	('c03n05_gavotte', 49)
103	a	i	36	33	17	51.5	15	2	2 #3 4 2 3 4 5 #7 5 1 5 1 2 3 #7 1 3 #7 1 2 3 #7 6 5 3 2 3 #7 1 3 4 5 1	['2 #3 4', '2 3 4 5', '1 1 2 3', '#7 1', '#7 1 2 2 3', '6 5', '3 2 3', '#7 1', '3 4 5']	['VII6 V65/IV IV', 'V43 i6 ii%65 V', 'i i V43 i6', 'V65 i', 'V65 i #viio6(2) #viio6 i6', 'ii%43 i64', 'i6 V43 i6', 'V65 i', 'i6 iv V']	['2 #3 4', '2 3 4 5', '1 1 2 3', '#7 1', '#7 1 2 2 3', '2 3', '#7 1', '3 4 5']	['VII6 V65/IV IV', 'V43 i6 ii%65 V', 'i i V43 i6', 'V65 i', 'V65 i #viio6(2) #viio6 i6', 'V43 i6', 'V65 i', 'i6 iv V']	['6 5', '3 2']	['ii%43 i64', 'i6 V43']	('c03n05_gavotte', 51)	('c03n05_gavotte', 86)
104	A	I	14	5	0	0.0	0	0	1 5 1 5 1	[]	[]	[]	[]	[]	[]	('c03n06_musette_1', 0)	('c03n06_musette_1', 13)
105	A	i	14	11	3	27.3	0	3	1 7 6 5 1 5 1 5 1 5 1	['1 7 6 5 5 5']	['i i2 ii%43 V V V7']	[]	[]	['1 7 6 5 5 5']	['i i2 ii%43 V V V7']	('c03n06_musette_1', 14)	('c03n06_musette_1', 27)
106	A	I	14	5	0	0.0	0	0	1 5 1 5 1	[]	[]	[]	[]	[]	[]	('c03n07_musette_2', 0)	('c03n07_musette_2', 13)
107	A	i	19	11	3	27.3	0	3	1 7 6 5 1 5 1 5 1 5 1	['1 7 6 5 5 5']	['i i2 ii%43 V V V7']	[]	[]	['1 7 6 5 5 5']	['i i2 ii%43 V V V7']	('c03n07_musette_2', 14)	('c03n07_musette_2', 32)
108	a	i	5	5	3	60.0	2	1	1 #7 1 5 6	['1 #7 1', '5 6']	['i V65 i', 'III6 VI']	['#7 1', '5 6']	['V65 i', 'III6 VI']	['1 #7']	['i V65']	('c03n08_chaconne_legere', 0)	('c03n08_chaconne_legere', 4)
109	a	III	5	5	2	40.0	0	2	3 2 1 5 1	['3 2 1']	['I6 V43 I']	[]	[]	['3 2 1']	['I6 V43 I']	('c03n08_chaconne_legere', 5)	('c03n08_chaconne_legere', 9)
110	a	i	15	13	5	38.5	3	2	#3 4 2 5 3 2 1 5 1 #3 4 2 3	['#3 4', '3 2 1', '#3 4', '2 2 3']	['V65/iv iv', 'i6 V43 i', 'V65/iv iv', 'V65/III V6/III III']	['#3 4', '#3 4', '2 2 3']	['V65/iv iv', 'V65/iv iv', 'V65/III V6/III III']	['3 2 1']	['i6 V43 i']	('c03n08_chaconne_legere', 10)	('c03n08_chaconne_legere', 24)
111	a	VII	4	4	1	25.0	0	1	2 1 5 1	['2 1']	['V43 I']	[]	[]	['2 1']	['V43 I']	('c03n08_chaconne_legere', 25)	('c03n08_chaconne_legere', 28)
112	a	v	9	8	3	37.5	3	0	3 4 5 3 1 4 5 1	['3 4 4 5', '4 5']	['i6 IV iio6 V', 'ii%65 V']	['3 4 4 5', '4 5']	['i6 IV iio6 V', 'ii%65 V']	[]	[]	('c03n08_chaconne_legere', 29)	('c03n08_chaconne_legere', 37)
113	a	i	18	16	8	50.0	8	0	5 7 1 4 7 3 4 5 #6 #7 1 5 #7 1 5 6	['7 1', '3 3 4 4 5 #6 #7 1', '#7 1', '5 6']	['v6 V/iv', 'III i6 IV ii6 V IV6 V65 i', 'V6 i', 'III6 VI']	['7 1', '3 3 4 4 5 #6 #7 1', '#7 1', '5 6']	['v6 V/iv', 'III i6 IV ii6 V IV6 V65 i', 'V6 i', 'III6 VI']	[]	[]	('c03n08_chaconne_legere', 38)	('c03n08_chaconne_legere', 55)
114	a	III	5	5	2	40.0	0	2	3 2 1 5 1	['3 2 1']	['I6 V43 I']	[]	[]	['3 2 1']	['I6 V43 I']	('c03n08_chaconne_legere', 56)	('c03n08_chaconne_legere', 60)
115	a	i	29	28	18	64.3	8	10	#3 4 2 4 5 3 2 1 5 1 3 2 3 2 3 2 3 2 3 1 4 5 6 5 1 7 6 5	['#3 4', '4 5', '3 2 1', '3 2 3 2 3 2 3 2 3', '4 5 6 5', '1 1 7 6 5']	['V65/iv iv', 'ii%65 V', 'i6 V43 i', 'i6 #viio65 i6 #viio65 i6 #viio65 i6 #viio65 i6', 'ii%65 i64 iv6 V', 'i ii%2 v6 iv6 V']	['#3 4', '4 5', '2 3', '2 3', '2 3', '2 3', '4 5 6']	['V65/iv iv', 'ii%65 V', '#viio65 i6', '#viio65 i6', '#viio65 i6', '#viio65 i6', 'ii%65 i64 iv6']	['3 2 1', '3 2', '3 2', '3 2', '3 2', '6 5', '1 1 7 6 5']	['i6 V43 i', 'i6 #viio65', 'i6 #viio65', 'i6 #viio65', 'i6 #viio65', 'iv6 V', 'i ii%2 v6 iv6 V']	('c03n08_chaconne_legere', 61)	('c03n08_chaconne_legere', 89)
116	a	v	18	18	10	55.6	6	4	3 2 3 2 3 2 3 2 3 4 1 5 1 3 4 1 5 1	['3 2 3 2 3 2 3 2 3 4', '3 4']	['i6 #viio65 i6 #viio65 i6 #viio65 i6 #viio65 i6 ii%65', 'i6 ii%65']	['2 3', '2 3', '2 3', '2 3 4', '3 4']	['#viio65 i6', '#viio65 i6', '#viio65 i6', '#viio65 i6 ii%65', 'i6 ii%65']	['3 2', '3 2', '3 2', '3 2']	['i6 #viio65', 'i6 #viio65', 'i6 #viio65', 'i6 #viio65']	('c03n08_chaconne_legere', 90)	('c03n08_chaconne_legere', 107)
117	a	i	24	24	8	33.3	6	2	#7 2 #7 5 1 5 6 4 5 1 #7 2 #7 5 1 5 6 4 5 1 #7 1 5 6	['5 6', '4 5', '1 #7', '5 6', '4 5', '1 #7 1', '5 6']	['V iv6', 'ii%65 V', 'i V65', 'V iv6', 'ii%65 V', 'i V65 i', 'III6 VI']	['5 6', '4 5', '5 6', '4 5', '#7 1', '5 6']	['V iv6', 'ii%65 V', 'V iv6', 'ii%65 V', 'V65 i', 'III6 VI']	['1 #7', '1 #7']	['i V65', 'i V65']	('c03n08_chaconne_legere', 108)	('c03n08_chaconne_legere', 131)
118	a	III	5	5	2	40.0	0	2	3 2 1 5 1	['3 2 1']	['I6 V43 I']	[]	[]	['3 2 1']	['I6 V43 I']	('c03n08_chaconne_legere', 132)	('c03n08_chaconne_legere', 136)
119	a	i	20	20	8	40.0	4	4	#3 4 2 4 5 3 2 1 5 1 #3 4 2 4 5 3 2 1 5 1	['#3 4', '4 5', '3 2 1', '#3 4', '4 5', '3 2 1']	['V65/iv iv', 'ii%65 V', 'i6 V43 i', 'V65/iv iv', 'ii%65 V', 'i6 V43 i']	['#3 4', '4 5', '#3 4', '4 5']	['V65/iv iv', 'ii%65 V', 'V65/iv iv', 'ii%65 V']	['3 2 1', '3 2 1']	['i6 V43 i', 'i6 V43 i']	('c03n08_chaconne_legere', 137)	('c03n08_chaconne_legere', 156)
120	a	I	73	67	21	31.3	11	10	1 7 6 4 3 1 5 1 7 6 4 3 1 5 1 3 4 2 3 1 2 7 1 4 2 3 1 2 7 1 4 2 5 3 6 4 5 1 4 2 5 3 6 4 5 1 7 1 5 1 7 1 5 1 4 2 5 3 5 1 4 2 5 4 3 5 1	['1 7 6', '4 3', '1 7 6', '4 3', '3 4', '2 3', '1 2', '7 1', '2 3', '1 2', '7 1', '4 5', '4 5', '1 7 1', '1 7 1', '5 4 3']	['I IM2 vi', 'IV I6', 'I V6 vi', 'IV I6', 'I6 IV', 'V43 I6', 'I viio6', 'viio I', 'V43 I6', 'I V43', 'viio I', 'ii%65 V', 'ii%65 V', 'I V6 I', 'I V6 I', 'V V2 I6']	['3 4', '2 3', '1 2', '7 1', '2 3', '1 2', '7 1', '4 5', '4 5', '7 1', '7 1']	['I6 IV', 'V43 I6', 'I viio6', 'viio I', 'V43 I6', 'I V43', 'viio I', 'ii%65 V', 'ii%65 V', 'V6 I', 'V6 I']	['1 7 6', '4 3', '1 7 6', '4 3', '1 7', '1 7', '5 4 3']	['I IM2 vi', 'IV I6', 'I V6 vi', 'IV I6', 'I V6', 'I V6', 'V V2 I6']	('c03n08_chaconne_legere', 157)	('c03n08_chaconne_legere', 229)
121	a	i	5	5	3	60.0	2	1	1 #7 1 5 6	['1 #7 1', '5 6']	['i V65 i', 'III6 VI']	['#7 1', '5 6']	['V65 i', 'III6 VI']	['1 #7']	['i V65']	('c03n08_chaconne_legere', 230)	('c03n08_chaconne_legere', 234)
122	a	III	5	5	2	40.0	0	2	3 2 1 5 1	['3 2 1']	['I6 V43 I']	[]	[]	['3 2 1']	['I6 V43 I']	('c03n08_chaconne_legere', 235)	('c03n08_chaconne_legere', 239)
123	a	i	15	14	7	50.0	4	3	#3 4 2 4 5 3 2 1 5 1 #7 1 5 6	['#3 4', '4 5', '3 2 1', '1 1 #7 1', '5 6']	['V65/iv iv', 'ii%65 V', 'i6 V43 i', 'i i V65 i', 'III6 VI']	['#3 4', '4 5', '#7 1', '5 6']	['V65/iv iv', 'ii%65 V', 'V65 i', 'III6 VI']	['3 2 1', '1 1 #7']	['i6 V43 i', 'i i V65']	('c03n08_chaconne_legere', 240)	('c03n08_chaconne_legere', 254)
124	a	III	5	5	2	40.0	0	2	3 2 1 5 1	['3 2 1']	['I6 V43 I']	[]	[]	['3 2 1']	['I6 V43 I']	('c03n08_chaconne_legere', 255)	('c03n08_chaconne_legere', 259)
125	a	i	20	20	8	40.0	4	4	#3 4 2 4 5 3 2 1 5 1 #3 4 2 4 5 3 2 1 5 1	['#3 4', '4 5', '3 2 1', '#3 4', '4 5', '3 2 1']	['V65/iv iv', 'ii%65 V', 'i6 V43 i', 'V65/iv iv', 'ii%65 V', 'i6 V43 i']	['#3 4', '4 5', '#3 4', '4 5']	['V65/iv iv', 'ii%65 V', 'V65/iv iv', 'ii%65 V']	['3 2 1', '3 2 1']	['i6 V43 i', 'i6 V43 i']	('c03n08_chaconne_legere', 260)	('c03n08_chaconne_legere', 279)
126	e	i	22	21	15	71.4	3	12	1 7 6 5 6 4 5 4 3 2 1 #7 1 5 #7 5 1 7 6 5 4	['1 7 6 5 6', '4 5 4 3 2 1 #7 1 1', '1 7 6 5 4']	['i v6 VIM7 III+6 ii%43', 'ii%65 V V2 i6 #viio6 i V65 i(4) i', 'V/iv V2/iv iv6 V43/iv iv']	['5 6', '4 5', '#7 1 1']	['III+6 ii%43', 'ii%65 V', 'V65 i(4) i']	['1 7 6 5', '5 4 3 2 1 #7', '1 7 6 5 4']	['i v6 VIM7 III+6', 'V V2 i6 #viio6 i V65', 'V/iv V2/iv iv6 V43/iv iv']	('c04n01_prelude', 0)	('c04n01_prelude', 21)
127	e	III	25	22	11	50.0	4	7	7 5 1 7 6 5 4 3 1 4 3 4 2 5 4 5 3 6 7 1 5 1	['1 7 6 6 5 4 3', '4 3 4', '5 4 5', '6 6 7 1']	['I IM2 vi7 viio6/V V V2 I6', 'IV IVM2 ii65', 'V V2 iii6', 'vi IV6 V65 I']	['3 4', '4 5', '6 6 7 1']	['IVM2 ii65', 'V2 iii6', 'vi IV6 V65 I']	['1 7 6 6 5 4 3', '4 3', '5 4']	['I IM2 vi7 viio6/V V V2 I6', 'IV IVM2', 'V V2']	('c04n01_prelude', 22)	('c04n01_prelude', 46)
128	e	i	7	7	4	57.1	2	2	1 7 5 6 5 6 4	['1 7', '5 6 5 6']	['i v6', 'IIIM65 VI7 V43/iv iv6']	['5 6', '5 6']	['IIIM65 VI7', 'V43/iv iv6']	['1 7', '6 5']	['i v6', 'VI7 V43/iv']	('c04n01_prelude', 47)	('c04n01_prelude', 53)
129	e	iv	5	5	0	0.0	0	0	2 4 2 5 1	[]	[]	[]	[]	[]	[]	('c04n01_prelude', 54)	('c04n01_prelude', 58)
130	e	i	27	27	17	63.0	3	14	3 2 1 #7 1 4 3 2 1 4 3 4 2 5 1 7 6 5 4 3 2 4 3 4 2 5 1	['3 2 1 #7 1', '4 3 2 1', '4 3 4', '1 7 6 5 4 3 2', '4 3 4']	['IV2 V43 i V65 i', 'V2 i6 V43 i', 'V2 i6 ii%65', 'i V2/iv iv6 V43/iv iv i6 V43', 'V2 i6 ii%65']	['#7 1', '3 4', '3 4']	['V65 i', 'i6 ii%65', 'i6 ii%65']	['3 2 1 #7', '4 3 2 1', '4 3', '1 7 6 5 4 3 2', '4 3']	['IV2 V43 i V65', 'V2 i6 V43 i', 'V2 i6', 'i V2/iv iv6 V43/iv iv i6 V43', 'V2 i6']	('c04n01_prelude', 59)	('c04n01_prelude', 85)
131	e	i	20	18	5	27.8	1	4	1 3 #7 5 1 2 7 3 1 4 2 5 4 3 2 1 4 7	['1 1 2', '5 4 3 2 1']	['i VI6 V65/III', 'V V2 i6 V43 i']	['1 1 2']	['i VI6 V65/III']	['5 4 3 2 1']	['V V2 i6 V43 i']	('c04n02_allemande', 0)	('c04n02_allemande', 19)
132	e	v	6	6	2	33.3	2	0	1 5 6 4 5 1	['5 6', '4 5']	['III+6 VI', 'ii%65 V']	['5 6', '4 5']	['III+6 VI', 'ii%65 V']	[]	[]	('c04n02_allemande', 20)	('c04n02_allemande', 25)
133	e	III	22	22	7	31.8	4	3	1 3 2 1 7 5 6 4 2 5 3 1 4 2 5 6 7 1 4 1 5 1	['3 2 1 7', '5 6', '5 6 7 1']	['I6 V43 I V6', 'iii65 vi', 'V7 IV6 V65 I']	['5 6', '5 6 7 1']	['iii65 vi', 'V7 IV6 V65 I']	['3 2 1 7']	['I6 V43 I V6']	('c04n02_allemande', 26)	('c04n02_allemande', 47)
134	e	i	29	28	5	17.9	1	4	1 5 7 4 6 3 5 4 3 #7 5 1 5 4 3 1 4 2 5 3 #6 4 #7 5 1 4 5 1	['5 5 4 3', '5 4 3', '4 5']	['V(4) V V2 i6', 'V V2 i6', 'ii%65 V']	['4 5']	['ii%65 V']	['5 5 4 3', '5 4 3']	['V(4) V V2 i6', 'V V2 i6']	('c04n02_allemande', 48)	('c04n02_allemande', 76)
135	E	I	27	26	17	65.4	8	9	1 4 5 6 7 1 6 5 1 5 4 3 2 1 6 5 4 3 4 5 b7 6 7 1 5 1	['4 5 6 7 1', '6 5', '5 4 3 2 1', '6 5 4 3 4 5', 'b7 b7 6 7 1']	['ii65 I64 IV6 V65 I', 'V43/V V', 'V V2 I6 V43 I', 'vi I64 V2 I6 ii65 V', 'v6 V2/IV IV6 V65 I']	['4 5 6 7 1', '3 4 5', '6 7 1']	['ii65 I64 IV6 V65 I', 'I6 ii65 V', 'IV6 V65 I']	['6 5', '5 4 3 2 1', '6 5 4 3', 'b7 b7 6']	['V43/V V', 'V V2 I6 V43 I', 'vi I64 V2 I6', 'v6 V2/IV IV6']	('c04n03_courante_francoise', 0)	('c04n03_courante_francoise', 26)
