key_regions	globalkey	localkey	length	length_norepeat	n_stepwise	%_stepwise	n_ascending	n_descending	bd	stepwise_bd	stepwise_chords	ascending_bd	ascending_chords	descending_bd	descending_chords	ixa	ixb
11	G	vi	10	9	5	55.6	3	2	3 1 4 3 4 3 4 5 1	['4 3 4 3 4 5 5']	['V2 i6 V2 i6 ii65 V(64) V']	['3 4', '3 4 5 5']	['i6 V2', 'i6 ii65 V(64) V']	['4 3', '4 3']	['V2 i6', 'V2 i6']	('c01n02_allemande', 42)	('c01n02_allemande', 51)
12	G	I	24	21	13	61.9	5	8	6 2 1 4 #4 5 7 1 7 1 5 4 3 5 1 b7 6 5 4 5 1	['2 2 1 1', '4 #4 5', '7 1 7 1', '5 4 3', '1 b7 6 5 4 5 5']	['ii(4) ii I(4) I', 'IVM7 V65/V V', 'V6 I V65 I', 'V V2 I6', 'I V2/IV vi7 V(64) IV V(64) V']	['4 #4 5', '7 1', '7 1', '4 5 5']	['IVM7 V65/V V', 'V6 I', 'V65 I', 'IV V(64) V']	['2 2 1 1', '1 7', '5 4 3', '1 b7 6 5 4']	['ii(4) ii I(4) I', 'I V65', 'V V2 I6', 'I V2/IV vi7 V(64) IV']	('c01n02_allemande', 52)	('c01n02_allemande', 75)
13	g	i	11	10	4	40.0	4	0	1 3 #7 1 2 3 4 1 5 1	['#7 1 1 2 3 4']	['V65 i(4) i V43 i6 iv']	['#7 1 1 2 3 4']	['V65 i(4) i V43 i6 iv']	[]	[]	('c01n03_sarabande', 0)	('c01n03_sarabande', 10)
14	g	III	7	7	2	28.6	2	0	7 1 3 4 1 5 1	['7 1', '3 4']	['V65 I', 'I6 V2']	['7 1', '3 4']	['V65 I', 'I6 V2']	[]	[]	('c01n03_sarabande', 11)	('c01n03_sarabande', 17)
15	g	i	2	2	0	0.0	0	0	3 #7	[]	[]	[]	[]	[]	[]	('c01n03_sarabande', 18)	('c01n03_sarabande', 19)
16	g	III	1	1	0	0.0	0	0	1	[]	[]	[]	[]	[]	[]	('c01n03_sarabande', 20)	('c01n03_sarabande', 20)
17	g	VII	3	2	0	0.0	0	0	4 7	[]	[]	[]	[]	[]	[]	('c01n03_sarabande', 21)	('c01n03_sarabande', 23)
18	g	i	3	3	1	33.3	1	0	4 2 3	['2 3']	['V43 i6']	['2 3']	['V43 i6']	[]	[]	('c01n03_sarabande', 24)	('c01n03_sarabande', 26)
19	g	v	15	14	9	64.3	4	5	5 4 2 3 4 5 3 #7 7 6 5 4 5 1	['5 4', '2 3 4 5', '#7 7 7 6 5 4 5']	['i64 V2', 'V43 i6 ii%65 V', 'V6 v6 V2/iv iv6 i64 ii%65 V']	['2 3 4 5', '4 5']	['V43 i6 ii%65 V', 'ii%65 V']	['5 4', '#7 7 7 6 5 4']	['i64 V2', 'V6 v6 V2/iv iv6 i64 ii%65']	('c01n03_sarabande', 27)	('c01n03_sarabande', 41)
20	g	III	4	4	0	0.0	0	0	5 3 1 4	[]	[]	[]	[]	[]	[]	('c01n03_sarabande', 42)	('c01n03_sarabande', 45)
21	g	i	18	16	5	31.2	3	2	4 2 5 1 5 #3 4 2 3 5 4 5 4 1 5 1	['#3 4 4', '2 3 3', '5 4 5 4']	['V65/iv iv(4) iv', 'V65/III III(4) III', 'i64 ii%65 V V2']	['#3 4 4', '2 3 3', '4 5']	['V65/iv iv(4) iv', 'V65/III III(4) III', 'ii%65 V']	['5 4', '5 4']	['i64 ii%65', 'V V2']	('c01n03_sarabande', 46)	('c01n03_sarabande', 63)
22	g	VII	2	1	0	0.0	0	0	4	[]	[]	[]	[]	[]	[]	('c01n03_sarabande', 64)	('c01n03_sarabande', 65)
23	g	i	1	1	0	0.0	0	0	1	[]	[]	[]	[]	[]	[]	('c01n03_sarabande', 66)	('c01n03_sarabande', 66)
24	g	i	19	18	6	33.3	2	4	1 #7 1 6 4 5 3 1 #7 5 1 5 #7 5 1 7 6 4	['1 #7 1', '4 5', '1 #7', '1 7 6']	['i V65 i', 'ii65 V', 'i V65', 'I V2/iv iv6']	['#7 1', '4 5']	['V65 i', 'ii65 V']	['1 #7', '1 #7', '1 7 6']	['i V65', 'i V65', 'I V2/iv iv6']	('c01n04_gavotte', 0)	('c01n04_gavotte', 18)
25	g	III	12	10	3	30.0	1	2	5 4 3 6 4 5 1 3 1 4	['5 4 3', '4 5 5']	['V V2 I6', 'ii65 V(4) V']	['4 5 5']	['ii65 V(4) V']	['5 4 3']	['V V2 I6']	('c01n04_gavotte', 19)	('c01n04_gavotte', 30)
26	g	i	21	19	9	47.4	4	5	5 6 4 5 2 1 5 2 1 6 4 2 1 #7 1 5 4 5 1	['5 6', '4 5', '2 1', '2 1', '2 1 #7 1', '5 4 5 5']	['i64 ii%43', 'ii%65 V', 'V43 i', 'V43 V/iv', 'V43 i V65 i', 'V iv7 V(64) V']	['5 6', '4 5', '#7 1', '4 5 5']	['i64 ii%43', 'ii%65 V', 'V65 i', 'iv7 V(64) V']	['2 1', '2 1', '2 1 #7', '5 4']	['V43 i', 'V43 V/iv', 'V43 i V65', 'V iv7']	('c01n04_gavotte', 31)	('c01n04_gavotte', 51)
27	G	I	23	23	14	60.9	10	4	1 2 3 1 4 3 1 4 3 2 1 2 3 6 7 1 4 5 6 4 5 7 1	['1 2 3', '4 3', '4 3 2 1 2 3', '6 7 1', '4 5 6', '4 5', '7 1']	['I V43 I6', 'IV I6', 'IV I6 V43 I V43 I6', 'IV6 V65 I', 'ii65 V ii43', 'ii65 V', 'V65 I']	['1 2 3', '1 2 3', '6 7 1', '4 5 6', '4 5', '7 1']	['I V43 I6', 'I V43 I6', 'IV6 V65 I', 'ii65 V ii43', 'ii65 V', 'V65 I']	['4 3', '4 3 2 1']	['IV I6', 'IV I6 V43 I']	('c01n05_gigue', 0)	('c01n05_gigue', 22)
28	G	V	28	27	12	44.4	5	7	5 7 1 7 1 5 6 7 5 1 7 5 1 7 5 1 7 5 1 7 5 1 7 6 4 5 1	['7 1 7 1', '5 6 7', '1 7', '1 7', '1 7', '1 7', '1 7 6', '4 5']	['V65 I V65 I', 'V IV6 V65', 'I V65', 'I V65', 'I V65', 'I V65', 'I V6 vi', 'ii65 V']	['7 1', '7 1', '5 6 7', '4 5']	['V65 I', 'V65 I', 'V IV6 V65', 'ii65 V']	['1 7', '1 7', '1 7', '1 7', '1 7', '1 7 6']	['I V65', 'I V65', 'I V65', 'I V65', 'I V65', 'I V6 vi']	('c01n05_gigue', 23)	('c01n05_gigue', 50)
29	G	I	5	5	3	60.0	1	2	7 1 6 5 4	['7 1', '6 5 4']	['V65 I', 'vi iii6 ii6']	['7 1']	['V65 I']	['6 5 4']	['vi iii6 ii6']	('c01n05_gigue', 51)	('c01n05_gigue', 55)
30	G	vi	16	15	5	33.3	3	2	5 #6 #7 5 1 #7 5 1 #7 5 1 6 4 5 1	['5 5 #6 #7', '1 #7', '1 #7', '4 5']	['V III6 IV6 V65', 'i V65', 'i V65', 'ii65 V']	['5 5 #6 #7', '4 5']	['V III6 IV6 V65', 'ii65 V']	['1 #7', '1 #7']	['i V65', 'i V65']	('c01n05_gigue', 56)	('c01n05_gigue', 71)
31	G	V	3	3	0	0.0	0	0	7 5 1	[]	[]	[]	[]	[]	[]	('c01n05_gigue', 72)	('c01n05_gigue', 74)
32	G	IV	3	3	0	0.0	0	0	7 5 1	[]	[]	[]	[]	[]	[]	('c01n05_gigue', 75)	('c01n05_gigue', 77)
33	G	ii	6	6	0	0.0	0	0	1 6 2 #7 5 1	[]	[]	[]	[]	[]	[]	('c01n05_gigue', 78)	('c01n05_gigue', 83)
34	G	I	50	50	18	36.0	10	8	7 1 6 5 7 1 5 6 7 5 1 2 3 1 4 2 #4 2 5 3 2 1 6 4 5 1 2 3 7 5 1 7 5 1 7 5 1 7 5 1 7 5 1 6 4 5 1 7 5 1	['7 1', '6 5', '7 1', '5 6 7', '1 2 3', '3 2 1', '4 5', '1 2 3', '1 7', '1 7', '1 7', '1 7', '4 5', '1 7']	['V65 I', 'V43/V V', 'V65 I', 'V IV6 V65', 'I V43 I6', 'I6 V43 I', 'ii65 V', 'I V43 iii', 'I V65', 'I V65', 'I V65', 'I V65', 'ii65 V', 'I V65']	['7 1', '7 1', '5 6 7', '1 2 3', '4 5', '1 2 3', '4 5']	['V65 I', 'V65 I', 'V IV6 V65', 'I V43 I6', 'ii65 V', 'I V43 iii', 'ii65 V']	['6 5', '3 2 1', '1 7', '1 7', '1 7', '1 7', '1 7']	['V43/V V', 'I6 V43 I', 'I V65', 'I V65', 'I V65', 'I V65', 'I V65']	('c01n05_gigue', 84)	('c01n05_gigue', 133)
35	g	i	20	19	10	52.6	2	8	1 6 5 6 5 4 3 4 3 2 1 #7 5 3 #7 3 5 3 6	['6 5 6 5 4 3 4 3 2 1 #7']	['ii%43 i64 ii%43 i64 #viio64 i6 #viio43 i6 V43 i V65']	['5 6', '3 4']	['i64 ii%43', 'i6 #viio43']	['6 5', '6 5 4 3', '4 3 2 1 #7']	['ii%43 i64', 'ii%43 i64 #viio64 i6', '#viio43 i6 V43 i V65']	('c01n06_menuet_en_trio', 0)	('c01n06_menuet_en_trio', 19)
36	g	III	9	8	3	37.5	3	0	#4 5 2 6 7 1 5 1	['#4 5', '6 7 1']	['V65/V V', 'vi V65 I']	['#4 5', '6 7 1']	['V65/V V', 'vi V65 I']	[]	[]	('c01n06_menuet_en_trio', 20)	('c01n06_menuet_en_trio', 28)
37	g	i	17	14	6	42.9	3	3	1 6 5 4 5 3 #7 1 5 1 #7 1 5 1	['6 5 4 5', '#7 1', '1 1 #7 1']	['iv6 V43/iv iv V', 'V65 i', 'i i V65 i']	['4 5', '#7 1', '#7 1']	['iv V', 'V65 i', 'V65 i']	['6 5 4', '1 1 #7']	['iv6 V43/iv iv', 'i i V65']	('c01n06_menuet_en_trio', 29)	('c01n06_menuet_en_trio', 45)
38	D	I	23	18	9	50.0	5	4	1 7 6 7 1 5 6 4 6 5 3 4 5 1 4 1 3 2	['1 7 6 7 1 1', '5 5 6', '6 5', '3 4 5 5', '3 2']	['I V6 vi V65 I(4) I', 'V iii6 vi', 'ii43 V', 'I6 ii65 V(4) V', 'I6 V7/V']	['6 7 1 1', '5 5 6', '3 4 5 5']	['vi V65 I(4) I', 'V iii6 vi', 'I6 ii65 V(4) V']	['1 7 6', '6 5', '3 2']	['I V6 vi', 'ii43 V', 'I6 V7/V']	('c02n01_prelude', 0)	('c02n01_prelude', 22)
39	D	V	20	17	9	52.9	4	5	1 7 b7 6 7 1 4 6 5 6 4 6 5 1 4 5 1	['1 7 b7 6 6 7 1', '6 5 5 6', '6 5', '4 5 5']	['I V6 iii%43 IV6(2) IV6 V65 I', 'ii43 V iii6 vi', 'ii43 V', 'ii65 V(4) V']	['6 6 7 1', '5 5 6', '4 5 5']	['IV6(2) IV6 V65 I', 'V iii6 vi', 'ii65 V(4) V']	['1 7 b7 6 6', '6 5 5', '6 5']	['I V6 iii%43 IV6(2) IV6', 'ii43 V iii6', 'ii43 V']	('c02n01_prelude', 23)	('c02n01_prelude', 42)
40	D	I	21	19	9	47.4	3	6	5 3 4 2 4 3 1 3 2 5 1 7 b7 6 7 1 4 6 5	['3 4', '4 3', '3 2', '1 1 7 b7 6 6 7 1', '6 5']	['I6 IV', 'ii6 I6(2)', 'I6 ii7', 'I vi6 vii%7 iii%43 vi7 IV6 V65 I', 'ii43 V']	['3 4', '6 6 7 1']	['I6 IV', 'vi7 IV6 V65 I']	['4 3', '3 2', '1 1 7 b7 6 6', '6 5']	['ii6 I6(2)', 'I6 ii7', 'I vi6 vii%7 iii%43 vi7 IV6', 'ii43 V']	('c02n01_prelude', 43)	('c02n01_prelude', 63)
41	D	V	5	3	0	0.0	0	0	1 5 1	[]	[]	[]	[]	[]	[]	('c02n01_prelude', 64)	('c02n01_prelude', 68)
42	D	I	19	17	5	29.4	4	1	#5 6 4 7 5 1 2 7 2 3 4 6 5 3 1 5 1	['#5 6', '1 1 2', '2 3 4', '6 5']	['III6 vi', 'I I V43', 'V43 I6 ii65', 'ii43 V']	['#5 6', '1 1 2', '2 3 4']	['III6 vi', 'I I V43', 'V43 I6 ii65']	['6 5']	['ii43 V']	('c02n01_prelude', 69)	('c02n01_prelude', 87)
43	D	I	26	26	10	38.5	1	9	5 3 2 1 7 4 2 3 1 5 3 2 1 7 5 4 3 2 5 3 1 5 7 5 1 6	['3 2 1 7', '2 3', '3 2 1 7', '5 4 3 2']	['I6 V64 I V6', 'V64 I6', 'I6 V43 I V65', 'I64 V2 I6 V43']	['2 3']	['V64 I6']	['3 2 1 7', '3 2 1 7', '5 4 3 2']	['I6 V64 I V6', 'I6 V43 I V65', 'I64 V2 I6 V43']	('c02n02_allemande_fuguee', 0)	('c02n02_allemande_fuguee', 25)
44	D	V	30	28	10	35.7	3	7	5 3 1 4 6 5 3 2 1 7 1 7 6 5 1 3 4 2 5 3 6 4 7 5 1 4 5 1	['6 5 5', '3 2 1 7 1 7 6 5', '3 4', '4 5 5']	['ii43 V V', 'I6 V43 I V65 I V6 V43/V V', 'I6 ii65', 'ii65 V V7']	['7 1', '3 4', '4 5 5']	['V65 I', 'I6 ii65', 'ii65 V V7']	['6 5 5', '3 2 1 7', '1 7 6 5']	['ii43 V V', 'I6 V43 I V65', 'I V6 V43/V V']	('c02n02_allemande_fuguee', 26)	('c02n02_allemande_fuguee', 55)
45	D	IV	14	12	2	16.7	2	0	5 6 4 7 5 3 1 4 5 1 5 1	['5 6', '4 4 5']	['V IV6(2)', 'IV ii65 V']	['5 6', '4 4 5']	['V IV6(2)', 'IV ii65 V']	[]	[]	('c02n02_allemande_fuguee', 57)	('c02n02_allemande_fuguee', 70)
46	D	ii	24	20	5	25.0	2	3	3 4 2 5 1 7 6 4 #6 5 6 4 #7 5 1 3 5 1 5 1	['3 4', '1 1 7 7 6 6', '#6 5 5 6']	['i6 iv7(9)', 'i iv43 VII7 IIIM43 VIM7 iv6', 'ii43 V III+6 vi%7']	['3 4', '5 5 6']	['i6 iv7(9)', 'V III+6 vi%7']	['1 1 7 7 6 6', '#6 5 5']	['i iv43 VII7 IIIM43 VIM7 iv6', 'ii43 V III+6']	('c02n02_allemande_fuguee', 71)	('c02n02_allemande_fuguee', 94)
47	D	V	6	6	0	0.0	0	0	5 3 5 2 5 1	[]	[]	[]	[]	[]	[]	('c02n02_allemande_fuguee', 95)	('c02n02_allemande_fuguee', 100)
48	D	I	30	24	6	25.0	4	2	5 6 4 7 5 3 1 7 5 7 6 1 #4 2 5 6 7 1 4 2 5 1 5 1	['5 5 6', '1 1 7', '7 6', '5 5 6 6 7 7 1']	['V iii6 IV6(2)', 'I IV64 vii%7', 'V6 vi7', 'V iii6 vi IV6 viio7 V65 I']	['5 5 6', '5 5 6 6 7 7 1']	['V iii6 IV6(2)', 'V iii6 vi IV6 viio7 V65 I']	['1 1 7', '7 6']	['I IV64 vii%7', 'V6 vi7']	('c02n02_allemande_fuguee', 101)	('c02n02_allemande_fuguee', 130)
49	d	i	18	18	6	33.3	3	3	1 #3 4 5 #6 3 #7 5 1 3 2 1 6 5 1 5 3 1	['#3 4 5 #6', '3 2 1', '6 5']	['V65/iv iv III+6 ii43', 'i6 V43 i', 'ii%43 V']	['#3 4 5 #6']	['V65/iv iv III+6 ii43']	['3 2 1', '6 5']	['i6 V43 i', 'ii%43 V']	('c02n03_air_tendre', 0)	('c02n03_air_tendre', 17)
50	d	III	2	2	0	0.0	0	0	3 5	[]	[]	[]	[]	[]	[]	('c02n03_air_tendre', 18)	('c02n03_air_tendre', 19)
51	d	iv	7	6	1	16.7	0	1	4 2 1 5 1 4	['2 1']	['V43 i']	[]	[]	['2 1']	['V43 i']	('c02n03_air_tendre', 20)	('c02n03_air_tendre', 26)
52	d	i	7	7	4	57.1	3	1	3 5 6 4 3 4 5	['5 6', '4 3 4 5']	['III+6 VI', 'ii%65 i6 ii%65 V']	['5 6', '3 4 5']	['III+6 VI', 'i6 ii%65 V']	['4 3']	['ii%65 i6']	('c02n03_air_tendre', 27)	('c02n03_air_tendre', 33)
53	d	III	18	14	7	50.0	3	4	1 7 b7 6 7 1 #4 2 4 3 1 4 5 1	['1 1 7 b7 b7 6 7 1 1', '4 3', '4 5 5']	['I V2/V V6 IV/IV V2/IV IV6 V65 I(4) I', 'V2 I6', 'ii65 V V7']	['6 7 1 1', '4 5 5']	['IV6 V65 I(4) I', 'ii65 V V7']	['1 1 7 b7 b7 6', '4 3']	['I V2/V V6 IV/IV V2/IV IV6', 'V2 I6']	('c02n03_air_tendre', 34)	('c02n03_air_tendre', 51)
54	d	i	29	25	10	40.0	9	1	6 4 5 3 1 #7 1 #6 #7 1 5 1 5 6 #7 1 5 6 4 2 #7 3 4 5 1	['4 4 5 5', '1 #7 1', '#6 #7 1 1', '5 6', '#7 1', '5 6', '3 4 5 5']	['ii%65 ii6 v V', 'i V65 I', 'IV6 V65 i(4) i', 'V vi%7', 'V65 i', 'V iv6', 'i6 ii%65 V V7']	['4 4 5 5', '#7 1', '#6 #7 1 1', '5 6', '#7 1', '5 6', '3 4 5 5']	['ii%65 ii6 v V', 'V65 I', 'IV6 V65 i(4) i', 'V vi%7', 'V65 i', 'V iv6', 'i6 ii%65 V V7']	['1 #7']	['i V65']	('c02n03_air_tendre', 52)	('c02n03_air_tendre', 81)
55	d	i	6	6	2	33.3	2	0	5 2 3 5 #7 1	['2 3', '#7 1']	['V43 i6', 'V65 i']	['2 3', '#7 1']	['V43 i6', 'V65 i']	[]	[]	('c02n04_air_contrefugue', 0)	('c02n04_air_contrefugue', 5)
56	d	III	12	11	4	36.4	4	0	3 4 1 5 6 3 4 7 1 5 1	['3 4', '5 6', '3 4', '7 1']	['I6 IV', 'iii6 vi', 'I6 IV', 'V65 I']	['3 4', '5 6', '3 4', '7 1']	['I6 IV', 'iii6 vi', 'I6 IV', 'V65 I']	[]	[]	('c02n04_air_contrefugue', 6)	('c02n04_air_contrefugue', 17)
57	d	iv	4	4	2	50.0	1	1	#6 5 #7 1	['#6 5', '#7 1']	['IV6 V7', 'V65 i']	['#7 1']	['V65 i']	['#6 5']	['IV6 V7']	('c02n04_air_contrefugue', 18)	('c02n04_air_contrefugue', 21)
58	d	v	29	27	7	25.9	2	5	6 5 1 4 7 3 6 2 5 #7 1 5 1 4 #7 4 3 #6 2 6 5 3 2 1 4 5 1	['6 5', '#7 1', '4 3', '6 5', '3 2 1', '4 5 5']	['iv6 V7', 'V65 i', 'V2 i6', 'ii%43 V', 'i6 V43 i', 'ii65 V V7']	['#7 1', '4 5 5']	['V65 i', 'ii65 V V7']	['6 5', '4 3', '6 5', '3 2 1']	['iv6 V7', 'V2 i6', 'ii%43 V', 'i6 V43 i']	('c02n04_air_contrefugue', 22)	('c02n04_air_contrefugue', 50)
59	d	i	6	6	3	50.0	3	0	5 #7 1 2 3 1	['#7 1 2 3']	['V65 i V43 i6']	['#7 1 2 3']	['V65 i V43 i6']	[]	[]	('c02n04_air_contrefugue', 51)	('c02n04_air_contrefugue', 56)
60	d	iv	17	16	4	25.0	4	0	5 2 3 5 #7 1 4 #7 3 7 2 5 6 4 5 1	['2 3', '#7 1', '5 6', '4 5 5']	['V43 i6', 'V65 i', 'V7 VI', 'ii%65 V V7']	['2 3', '#7 1', '5 6', '4 5 5']	['V43 i6', 'V65 i', 'V7 VI', 'ii%65 V V7']	[]	[]	('c02n04_air_contrefugue', 57)	('c02n04_air_contrefugue', 73)
61	d	VII	16	15	6	40.0	6	0	5 7 1 2 3 1 6 1 3 4 6 3 4 5 1	['7 1 2 3', '3 4', '3 4 5 5']	['V65 I V43 I6', 'V65/IV IV', 'I6 ii65 V V7']	['7 1 2 3', '3 4', '3 4 5 5']	['V65 I V43 I6', 'V65/IV IV', 'I6 ii65 V V7']	[]	[]	('c02n04_air_contrefugue', 74)	('c02n04_air_contrefugue', 89)
62	d	i	64	60	19	31.7	12	7	7 2 3 5 6 1 2 4 5 #7 1 6 5 1 5 4 #7 4 1 6 3 2 #7 1 5 2 3 5 #7 1 #3 4 #3 6 4 #7 3 6 2 #7 5 6 #7 1 5 1 5 4 #7 4 3 6 2 6 5 3 1 4 5 1	['2 3', '5 6', '1 2', '4 5', '#7 1', '6 5', '5 4', '3 2', '#7 1', '2 3', '#7 1', '#3 4 #3', '5 6', '#7 1', '5 4', '4 3 3', '6 5', '4 5 5']	['V65/III III', 'III+6 VI', 'VI6 iio', 'ii6 V', 'V65 i', 'iv6 V', 'i64 IV7', 'iv2 V43', 'V65 i', 'V43 i6', 'V65 i', 'V65/iv iv V65/iv', 'V7 vi%7', 'V65 i', 'i64 IV7', 'V2 i6 i6', 'ii%43 V', 'ii%65 V V7']	['2 3', '5 6', '1 2', '4 5', '#7 1', '#7 1', '2 3', '#7 1', '#3 4', '5 6', '#7 1', '4 5 5']	['V65/III III', 'III+6 VI', 'VI6 iio', 'ii6 V', 'V65 i', 'V65 i', 'V43 i6', 'V65 i', 'V65/iv iv', 'V7 vi%7', 'V65 i', 'ii%65 V V7']	['6 5', '5 4', '3 2', '4 #3', '5 4', '4 3 3', '6 5']	['iv6 V', 'i64 IV7', 'iv2 V43', 'iv V65/iv', 'i64 IV7', 'V2 i6 i6', 'ii%43 V']	('c02n04_air_contrefugue', 90)	('c02n04_air_contrefugue', 153)
63	D	I	41	30	10	33.3	10	0	1 6 4 5 1 6 4 5 1 5 6 4 5 1 5 6 4 5 1 6 7 5 1 5 6 7 1 5 1 6	['4 5', '4 5 5', '5 6', '4 5 5 5 5', '5 6', '4 5 5', '6 7', '5 6 7 1']	['ii65 V', 'ii65 V V7', 'V7 vi', 'ii65 V V7 V V7', 'V7 vi', 'ii65 V V7', 'vi V65', 'V IV6 V65 I']	['4 5', '4 5 5', '5 6', '4 5 5 5 5', '5 6', '4 5 5', '6 7', '5 6 7 1']	['ii65 V', 'ii65 V V7', 'V7 vi', 'ii65 V V7 V V7', 'V7 vi', 'ii65 V V7', 'vi V65', 'V IV6 V65 I']	[]	[]	('c02n05_echos', 0)	('c02n05_echos', 40)
64	D	V	16	15	3	20.0	3	0	7 3 7 1 5 1 3 1 6 2 7 1 4 5 1	['7 1', '7 1', '4 5']	['V65 I', 'V65 I', 'ii65 V']	['7 1', '7 1', '4 5']	['V65 I', 'V65 I', 'ii65 V']	[]	[]	('c02n05_echos', 41)	('c02n05_echos', 56)
65	D	I	28	22	6	27.3	6	0	3 1 6 4 5 1 6 4 5 1 5 6 4 5 1 5 1 5 6 4 5 1	['4 5', '4 5 5 5', '5 6', '4 5', '5 6', '4 5 5']	['ii65 V', 'ii65 V V V7', 'V7 vi', 'ii65 V', 'V vi', 'ii65 V V7']	['4 5', '4 5 5 5', '5 6', '4 5', '5 6', '4 5 5']	['ii65 V', 'ii65 V V V7', 'V7 vi', 'ii65 V', 'V vi', 'ii65 V V7']	[]	[]	('c02n05_echos', 57)	('c02n05_echos', 84)
66	D	vi	14	10	6	60.0	3	3	1 #7 1 3 4 3 4 1 6 5	['1 1 1 #7 1', '3 4 3 4 4', '6 6 5']	['i i ii%2 V65 i', 'VII/iv iv VII/iv iv iio6', 'iv6(2) ii%43 V']	['#7 1', '3 4', '3 4 4']	['V65 i', 'VII/iv iv', 'VII/iv iv iio6']	['1 1 1 #7', '4 3', '6 6 5']	['i i ii%2 V65', 'iv VII/iv', 'iv6(2) ii%43 V']	('c02n05_echos', 85)	('c02n05_echos', 98)
67	D	ii	4	4	3	75.0	3	0	5 #6 #7 1	['5 #6 #7 1']	['V IV6 V6 i']	['5 #6 #7 1']	['V IV6 V6 i']	[]	[]	('c02n05_echos', 99)	('c02n05_echos', 102)
