fname		mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	bass_name
n02op18-2_04	205	171	171	0	0	2/4	1	1	V\\	G	iv		V		V					\\	M	False	True	(1, 5, 2)	()	1	1	G
n02op18-2_04	206	172	172	0	0	2/4	1	1	V	G	iv		V		V						M	False	True	(1, 5, 2)	()	1	1	G
n02op18-2_04	207	175	175	0	0	2/4	1	1	IV.V7	G	IV		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	G
n02op18-2_04	208	177	177	0	0	2/4	1	1	V7(+9)	G	IV		V7(+9)		V		7	+9			Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	G
n02op18-2_04	209	178	178	0	0	2/4	1	1	V	G	IV		V		V						M	False	False	(1, 5, 2)	()	1	1	G
n03op18-3_04	288	200	200	0	0	6/8	1	1	I64	D	IV		I64		I		64				M	False	False	(1, 0, 4)	()	0	1	D
n03op18-3_04	289	201	201	0	0	6/8	1	1	I.viio7	D	I		viio7		vii	o	7				o7	False	False	(5, 2, -1, -4)	()	5	5	C#
n03op18-3_04	290	203	203	0	0	6/8	1	1	.bVII7	D	I		bVII7		bVII		7				Mm7	False	False	(-2, 2, -1, -4)	()	-2	-2	C
n03op18-3_04	291	205	205	0	0	6/8	1	1	ii64	D	I		ii64		ii		64				m	False	False	(3, 2, -1)	()	2	3	B
n03op18-3_04	292	207	207	0	0	6/8	1	1	V2/bIII	D	I		V2/bIII		V		2		bIII		Mm7	False	False	(-4, -2, 2, -1)	()	-2	-4	Bb
n03op18-3_04	293	209	209	0	0	6/8	1	1	V7	D	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	A
n03op18-3_04	294	211	211	0	0	6/8	1	1	i64	D	I		i64		i		64				m	False	False	(1, 0, -3)	()	0	1	A
n03op18-3_04	295	213	213	0	0	6/8	1	1	V(4)	D	I		V(4)		V			4			M	False	False	(1, 0, 2)	()	1	1	A
n03op18-3_04	296	215	215	0	0	6/8	1	1	V7	D	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	A
n03op18-3_04	495	321	321	0	0	6/8	1	1	iii64	D	I		iii64		iii		64				m	False	False	(5, 4, 1)	()	4	5	C#
n03op18-3_04	496	323	323	0	0	6/8	1	1	#viio2/ii	D	I		#viio2/ii		#vii	o	2		ii		o7	False	False	(-2, 7, 4, 1)	()	7	-2	C
n03op18-3_04	497	324	324	0	0	6/8	1	1	V7/ii	D	I		V7/ii		V		7		ii		Mm7	False	False	(3, 7, 4, 1)	()	3	3	B
n03op18-3_04	498	325	325	0	0	6/8	1	1	ii64	D	I		ii64		ii		64				m	False	False	(3, 2, -1)	()	2	3	B
n03op18-3_04	499	326	326	0	0	6/8	1	1	viio2	D	I		viio2		vii	o	2				o7	False	False	(-4, 5, 2, -1)	()	5	-4	Bb
n03op18-3_04	500	327	327	0	0	6/8	1	1	V7	D	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	A
n03op18-3_04	501	329	329	0	0	6/8	1	1	V(4)	D	I		V(4)		V			4			M	False	False	(1, 0, 2)	()	1	1	A
n05op18-5_02	117	88	88	0	0	3/4	1	1	I6(4)	A	I		I6(4)		I		6	4			M	False	False	(-1, 1, 0)	()	0	-1	D
n05op18-5_02	118	88	88	1/4	1/4	3/4	1	1	I6	A	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	C#
n05op18-5_02	119	88	88	1/2	1/2	3/4	1	1	V.iv6	A	V		iv6		iv		6				m	False	False	(-4, 0, -1)	()	-1	-4	C
n05op18-5_02	120	89	89	0	0	3/4	1	1	I64(4)	A	V		I64(4)		I		64	4			M	False	False	(1, 0, -1)	()	0	1	B
n05op18-5_02	121	89	89	1/4	1/4	3/4	1	1	I64	A	V		I64		I		64				M	False	False	(1, 0, 4)	()	0	1	B
n05op18-5_02	122	89	89	1/2	1/2	3/4	1	1	#viio7/V	A	V		#viio7/V		#vii	o	7		V		o7	False	False	(6, 3, 0, -3)	()	6	6	A#
n06op18-6_04	6	7	7	0	0	2/4	1	1	I	Bb	I		I		I						M	False	False	(0, 4, 1)	()	0	0	Bb
n06op18-6_04	7	8	8	0	0	2/4	1	1	V6(6)	Bb	I		V6(6)		V		6	6			M	False	False	(5, 4, 1)	()	1	5	A
n06op18-6_04	8	8	8	1/4	1/4	2/4	1	1	V6	Bb	I		V6		V		6				M	False	False	(5, 2, 1)	()	1	5	A
n06op18-6_04	9	9	9	0	0	2/4	1	1	#viio2/ii	Bb	I		#viio2/ii		#vii	o	2		ii		o7	False	False	(-2, 7, 4, 1)	()	7	-2	Ab
n06op18-6_04	10	10	10	0	0	2/4	1	1	V7/ii	Bb	I		V7/ii		V		7		ii		Mm7	False	False	(3, 7, 4, 1)	()	3	3	G
n06op18-6_04	11	10	10	15/32	15/32	2/4	1	1	V(64)/ii	Bb	I		V(64)/ii		V			64	ii		M	False	False	(3, 2, -1)	()	3	3	G
n06op18-6_04	12	11	11	0	0	2/4	1	1	V7/ii	Bb	I		V7/ii		V		7		ii		Mm7	False	False	(3, 7, 4, 1)	()	3	3	G
n06op18-6_04	13	11	11	7/32	7/32	2/4	1	1	V(64)/ii	Bb	I		V(64)/ii		V			64	ii		M	False	False	(3, 2, -1)	()	3	3	G
n06op18-6_04	14	11	11	1/4	1/4	2/4	1	1	V7/ii	Bb	I		V7/ii		V		7		ii		Mm7	False	False	(3, 7, 4, 1)	()	3	3	G
n06op18-6_04	15	12	12	0	0	2/4	1	1	#i.i64	Bb	#i		i64		i		64				m	False	True	(1, 0, -3)	()	0	1	F#
n06op18-6_04	273	164	164	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	False	False	(0, 4, 1)	()	0	0	Bb
n06op18-6_04	274	165	165	0	0	3/8	1	1	V6	Bb	I		V6		V		6				M	False	False	(5, 2, 1)	()	1	5	A
n06op18-6_04	275	165	165	1/4	1/4	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	Ab
n06op18-6_04	276	166	166	0	0	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	G
n06op18-6_04	277	167	167	0	0	3/8	1	1	iv6	Bb	I		iv6		iv		6				m	False	False	(-4, 0, -1)	()	-1	-4	Gb
n06op18-6_04	278	168	168	0	0	3/8	1	1	V(b64)	Bb	I		V(b64)		V			b64			M	False	False	(1, 0, -3)	()	1	1	F
n06op18-6_04	279	169	169	0	0	3/8	1	1	V	Bb	I		V		V						M	False	False	(1, 5, 2)	()	1	1	F
n06op18-6_04	280	169	169	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	F
n06op18-6_04	281	170	170	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	False	False	(0, 4, 1)	()	0	0	Bb
n06op18-6_04	282	171	171	0	0	3/8	1	1	V6	Bb	I		V6		V		6				M	False	False	(5, 2, 1)	()	1	5	A
n06op18-6_04	283	171	171	1/4	1/4	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	Ab
n06op18-6_04	284	172	172	0	0	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	G
n06op18-6_04	285	173	173	0	0	3/8	1	1	V2/bIII	Bb	I		V2/bIII		V		2		bIII		Mm7	False	False	(-4, -2, 2, -1)	()	-2	-4	Gb
n06op18-6_04	286	174	174	0	0	3/8	1	1	.bIII6	Bb	I		bIII6		bIII		6				M	False	False	(1, -2, -3)	()	-3	1	F
n06op18-6_04	287	175	175	0	0	3/8	1	1	.bVI2	Bb	I		bVI2		bVI		2				Mm7	False	False	(-6, -4, 0, -3)	()	-4	-6	Fb
n06op18-6_04	288	176	176	0	0	3/8	1	1	.bII6	Bb	I		bII6		bII		6				M	False	False	(-1, -4, -5)	()	-5	-1	Eb
n06op18-6_04	289	177	177	0	0	3/8	1	1	V2	Bb	I		V2		V		2				Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	Eb
n06op18-6_04	312	200	200	0	0	2/4	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	Ab
n06op18-6_04	313	201	201	0	0	2/4	1	1	V7/ii	Bb	I		V7/ii		V		7		ii		Mm7	False	False	(3, 7, 4, 1)	()	3	3	G
n06op18-6_04	314	202	202	0	0	2/4	1	1	V/ii	Bb	I		V/ii		V				ii		M	False	False	(3, 7, 4)	()	3	3	G
n06op18-6_04	315	202	202	1/4	1/4	2/4	1	1	V7/ii	Bb	I		V7/ii		V		7		ii		Mm7	False	False	(3, 7, 4, 1)	()	3	3	G
n06op18-6_04	316	203	203	0	0	2/4	1	1	#i64	Bb	I		#i64		#i		64				m	False	False	(8, 7, 4)	()	7	8	F#
n06op18-6_04	317	204	204	0	0	2/4	1	1	vii.#viio2	Bb	vii		#viio2		#vii	o	2				o7	False	True	(-4, 5, 2, -1)	()	5	-4	F
n06op18-6_04	318	205	205	0	0	2/4	1	1	V7	Bb	vii		V7		V		7				Mm7	False	True	(1, 5, 2, -1)	()	1	1	E
n07op59-1_01	72	54	54	0	0	4/4	1	1	V6	F	V		V6		V		6				M	False	False	(5, 2, 1)	()	1	5	B
n07op59-1_01	73	55	55	0	0	4/4	1	1	viio43/IV	F	V		viio43/IV		vii	o	43		IV		o7	False	False	(-2, -5, 4, 1)	()	4	-2	Bb
n07op59-1_01	74	56	56	0	0	4/4	1	1	IV6(+2)	F	V		IV6(+2)		IV		6	+2			M	False	False	(3, 0, -1)	(1,)	-1	3	A
n07op59-1_01	75	57	57	0	0	4/4	1	1	iv6(+#4+2)	F	V		iv6(+#4+2)		iv		6	+#4+2			m	False	False	(-4, 0, -1)	(12, 1)	-1	-4	Ab
n07op59-1_01	76	58	58	0	0	4/4	1	1	V(64)	F	V		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	G
n07op59-1_01	77	59	59	0	0	4/4	1	1	V7	F	V		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	G
n07op59-1_01	357	300	300	0	0	4/4	1	1	ii%65	F	V		ii%65		ii	%	65				%7	False	False	(-1, -4, 0, 2)	()	2	-1	F
n07op59-1_01	358	301	301	0	0	4/4	1	1	I6	F	V		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	E
n07op59-1_01	359	302	302	0	0	4/4	1	1	#viio2/v	F	V		#viio2/v		#vii	o	2		v		o7	False	False	(-3, 6, 3, 0)	()	6	-3	Eb
n07op59-1_01	360	303	303	0	0	4/4	1	1	I.IV6(+2)	F	I		IV6(+2)		IV		6	+2			M	False	False	(3, 0, -1)	(1,)	-1	3	D
n07op59-1_01	361	304	304	0	0	4/4	1	1	iv6(+#4+2)	F	I		iv6(+#4+2)		iv		6	+#4+2			m	False	False	(-4, 0, -1)	(12, 1)	-1	-4	Db
n07op59-1_01	362	305	305	0	0	4/4	1	1	V(64)	F	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	C
n07op59-1_01	363	306	306	0	0	4/4	1	1	V7	F	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	C
n08op59-2_01	125	53	53	1/4	1/4	6/8	1	1	#viio2/vi	e	III		#viio2/vi		#vii	o	2		vi		o7	True	False	(-1, 8, 5, 2)	()	8	-1	C
n08op59-2_01	126	53	53	3/8	3/8	6/8	1	1	V7/vi	e	III		V7/vi		V		7		vi		Mm7	True	False	(4, 8, 5, 2)	()	4	4	B
n08op59-2_01	127	53	53	5/8	5/8	6/8	1	1	vi64	e	III		vi64		vi		64				m	True	False	(4, 3, 0)	()	3	4	B
n08op59-2_01	128	53	53	11/16	11/16	6/8	1	1	vi%43	e	III		vi%43		vi	%	43				%7	True	False	(-3, 1, 3, 0)	()	3	-3	Bb
n08op59-2_01	129	54	54	0	0	6/8	1	1	V7/V	e	III		V7/V		V		7		V		Mm7	True	False	(2, 6, 3, 0)	()	2	2	A
n08op59-2_01	130	54	54	1/4	1/4	6/8	1	1	v64	e	III		v64		v		64				m	True	False	(2, 1, -2)	()	1	2	A
n08op59-2_01	131	54	54	5/16	5/16	6/8	1	1	v%43	e	III		v%43		v	%	43				%7	True	False	(-5, -1, 1, -2)	()	1	-5	Ab
n08op59-2_01	132	54	54	3/8	3/8	6/8	1	1	V7/IV	e	III		V7/IV		V		7		IV		Mm7	True	False	(0, 4, 1, -2)	()	0	0	G
n08op59-2_04	461	355	355	1/2	1/2	2/2	1	1	V2/bII	e	i		V2/bII		V		2		bII		Mm7	True	True	(-6, -4, 0, -3)	()	-4	-6	Bb
n08op59-2_04	462	356	356	0	0	2/2	1	1	.bII6	e	i		bII6		bII		6				M	True	True	(-1, -4, -5)	()	-5	-1	A
n08op59-2_04	463	356	356	1/2	1/2	2/2	1	1	V2/bI	e	i		V2/bI		V		2		bI		Mm7	True	True	(-8, -6, -2, -5)	()	-6	-8	Ab
n08op59-2_04	464	357	357	0	0	2/2	1	1	.bI6	e	i		bI6		bI		6				M	True	True	(-3, -6, -7)	()	-7	-3	G
n08op59-2_04	465	357	357	1/2	1/2	2/2	1	1	.Ger6/bv	e	i		Ger6/bv	Ger	vii	o	65	b3	V/bv		Ger	True	True	(-10, -6, -9, 0)	()	0	-10	Gb
n08op59-2_04	466	358	358	0	0	2/2	1	1	.bv64	e	i		bv64		bv		64				m	True	True	(-5, -6, -9)	()	-6	-5	F
n08op59-2_04	467	358	358	1/2	1/2	2/2	1	1	V2/V	e	i		V2/V		V		2		V		Mm7	True	True	(0, 2, 6, 3)	()	2	0	E
n08op59-2_04	468	359	359	0	0	2/2	1	1	V65(2)	e	i		V65(2)		V		65	2			Mm7	True	True	(5, 2, -1, -4)	()	1	5	D#
n08op59-2_04	469	359	359	1/2	1/2	2/2	1	1	V65	e	i		V65		V		65				Mm7	True	True	(5, 2, -1, 1)	()	1	5	D#
n09op59-3_04	443	268	267	1/2	1/2	2/2	1	1	V7/IV	C	I		V7/IV		V		7		IV		Mm7	False	False	(0, 4, 1, -2)	()	0	0	C
n09op59-3_04	444	269	268	0	0	2/2	1	1	iii64	C	I		iii64		iii		64				m	False	False	(5, 4, 1)	()	4	5	B
n09op59-3_04	445	269	268	1/2	1/2	2/2	1	1	V2/IV	C	I		V2/IV		V		2		IV		Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	Bb
n09op59-3_04	446	270	269	0	0	2/2	1	1	IV6	C	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	A
n09op59-3_04	447	270	269	1/2	1/2	2/2	1	1	iv6	C	I		iv6		iv		6				m	False	False	(-4, 0, -1)	()	-1	-4	Ab
n09op59-3_04	448	270	269	3/4	3/4	2/2	1	1	.It6	C	I		It6	It	vii	o	6	b3	V		It	False	False	(-4, 0, 6)	()	6	-4	Ab
n09op59-3_04	449	271	270	0	0	2/2	1	1	V7	C	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	G
n09op59-3_04	450	277	276	0	0	2/2	1	1	V	C	I		V		V						M	False	False	(1, 5, 2)	()	1	1	G
n11op95_02	79	47	47	0	0	2/4	1	1	.bII	D	I		bII		bII						M	False	False	(-5, -1, -4)	()	-5	-5	Eb
n11op95_02	80	47	47	1/8	1/8	2/4	1	1	iv64	D	I		iv64		iv		64				m	False	False	(0, -1, -4)	()	-1	0	D
n11op95_02	81	47	47	1/4	1/4	2/4	1	1	viio7	D	I		viio7		vii	o	7				o7	False	False	(5, 2, -1, -4)	()	5	5	C#
n11op95_02	82	47	47	3/8	3/8	2/4	1	1	V7/bIII	D	I		V7/bIII		V		7		bIII		Mm7	False	False	(-2, 2, -1, -4)	()	-2	-2	C
n11op95_02	83	48	48	0	0	2/4	1	1	.bIII64	D	I		bIII64		bIII		64				M	False	False	(-2, -3, 1)	()	-3	-2	C
n11op95_02	84	48	48	1/4	1/4	2/4	1	1	#viio6(2)/V	D	I		#viio6(2)/V		#vii	o	6	2	V		o	False	False	(3, 0, 1)	()	6	3	B
n11op95_02	85	48	48	3/8	3/8	2/4	1	1	#viio6/V	D	I		#viio6/V		#vii	o	6		V		o	False	False	(3, 0, 6)	()	6	3	B
n11op95_02	166	85	85	3/8	3/8	2/4	1	1	V64	D	I		V64		V		64				M	False	False	(2, 1, 5)	()	1	2	E
n11op95_02	167	86	86	0	0	2/4	1	1	#io7	D	I		#io7		#i	o	7				o7	False	False	(7, 4, 1, -2)	()	7	7	D#
n11op95_02	168	86	86	1/4	1/4	2/4	1	1	#ivo43(4)	D	I		#ivo43(4)		#iv	o	43	4			o7	False	False	(0, -3, 6, 5)	()	6	0	D
n11op95_02	169	86	86	3/8	3/8	2/4	1	1	#ivo43	D	I		#ivo43		#iv	o	43				o7	False	False	(0, -3, 6, 3)	()	6	0	D
n11op95_02	170	87	87	0	0	2/4	1	1	vii7	D	I		vii7		vii		7				mm7	False	False	(5, 2, 6, 3)	()	5	5	C#
n11op95_02	171	87	87	1/8	1/8	2/4	1	1	v.i6	D	v		i6		i		6				m	False	True	(-3, 1, 0)	()	0	-3	C
n11op95_02	274	145	145	3/8	3/8	2/4	1	1	V7/iv	D	I		V7/iv		V		7		iv		Mm7	False	False	(0, 4, 1, -2)	()	0	0	D
n11op95_02	275	146	146	0	0	2/4	1	1	iv64	D	I		iv64		iv		64				m	False	False	(0, -1, -4)	()	-1	0	D
n11op95_02	276	146	146	3/8	3/8	2/4	1	1	II65/iv	D	I		II65/iv		II		65		iv		Mm7	False	False	(5, 2, -1, 1)	()	1	5	C#
n11op95_02	277	147	147	0	0	2/4	1	1	ii%65/iv	D	I		ii%65/iv		ii	%	65		iv		%7	False	False	(-2, -5, -1, 1)	()	1	-2	C
n11op95_02	278	147	147	1/4	1/4	2/4	1	1	viio43/iv	D	I		viio43/iv		vii	o	43		iv		o7	False	False	(-9, -12, -3, -6)	()	-3	-9	Cb
n11op95_02	279	147	147	3/8	3/8	2/4	1	1	iv6	D	I		iv6		iv		6				m	False	False	(-4, 0, -1)	()	-1	-4	Bb
n11op95_02	280	148	148	0	0	2/4	1	1	V	D	I		V		V						M	False	False	(1, 5, 2)	()	1	1	A
n12op127_02	335	77	77	7/8	7/8	2/2	1	1	V6	Ab	#V		V6		V		6				M	False	False	(5, 2, 1)	()	1	5	D#
n12op127_02	336	78	78	0	0	2/2	1	1	I[V2/IV	Ab	#V	I	V2/IV		V		2		IV		Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	D
n12op127_02	337	78	78	1/4	1/4	2/2	1	1	IV6	Ab	#V	I	IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	C#
n12op127_02	338	78	78	3/8	3/8	2/2	1	1	iv6	Ab	#V	I	iv6		iv		6				m	False	False	(-4, 0, -1)	()	-1	-4	C
n12op127_02	339	78	78	1/2	1/2	2/2	1	1	I64(4)	Ab	#V	I	I64(4)		I		64	4			M	False	False	(1, 0, -1)	()	0	1	B
n12op127_02	340	78	78	3/4	3/4	2/2	1	1	V65(2)/V	Ab	#V	I	V65(2)/V		V		65	2	V		Mm7	False	False	(6, 3, 0, 4)	()	2	6	A#
n12op127_02	341	78	78	7/8	7/8	2/2	1	1	V65/V	Ab	#V	I	V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	A#
n12op127_02	342	79	79	0	0	2/2	1	1	ii%65	Ab	#V	I	ii%65		ii	%	65				%7	False	False	(-1, -4, 0, 2)	()	2	-1	A
n12op127_02	343	79	79	1/8	1/8	2/2	1	1	I6	Ab	#V	I	I6		I		6				M	False	False	(4, 1, 0)	()	0	4	G#
n13op130_01	506	161	160	0	0	4/4	1	1	V	Bb	bIII		V		V						M	False	False	(1, 5, 2)	()	1	1	Ab
n13op130_01	507	161	160	1/4	1/4	4/4	1	1	#viio/V	Bb	bIII		#viio/V		#vii	o			V		o	False	False	(6, 3, 0)	()	6	6	G
n13op130_01	508	161	160	1/2	1/2	4/4	1	1	V2	Bb	bIII		V2		V		2				Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	Gb
n13op130_01	509	161	160	3/4	3/4	4/4	1	1	I6(+6)	Bb	bIII		I6(+6)		I		6	+6			M	False	False	(4, 1, 0)	(3,)	0	4	F
n13op130_01	510	162	161	0	0	4/4	1	1	.bVII.Ger6	Bb	bVII		Ger6	Ger	vii	o	65	b3	V		Ger	False	False	(-4, 0, -3, 6)	()	6	-4	Fb
n13op130_01	511	162	161	1/4	1/4	4/4	1	1	V(64)	Bb	bVII		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	Eb
n13op130_01	512	162	161	1/2	1/2	4/4	1	1	#viio/V	Bb	bVII		#viio/V		#vii	o			V		o	False	False	(6, 3, 0)	()	6	6	D
n13op130_03	345	70	69	5/8	5/8	4/4	1	1	V6/ii	Db	I		V6/ii		V		6		ii		M	False	False	(7, 4, 3)	()	3	7	D
n13op130_03	346	70	69	3/4	3/4	4/4	1	1	iii.#viio2	Db	iii		#viio2		#vii	o	2				o7	False	True	(-4, 5, 2, -1)	()	5	-4	Db
n13op130_03	347	71	70	0	0	4/4	1	1	V7	Db	iii		V7		V		7				Mm7	False	True	(1, 5, 2, -1)	()	1	1	C
n13op130_03	348	71	70	1/4	1/4	4/4	1	1	V43/iv	Db	iii		V43/iv		V		43		iv		Mm7	False	True	(1, -2, 0, 4)	()	0	1	C
n13op130_03	349	71	70	1/2	1/2	4/4	1	1	#viio7/V	Db	iii		#viio7/V		#vii	o	7		V		o7	False	True	(6, 3, 0, -3)	()	6	6	B
n13op130_03	350	71	70	3/4	3/4	4/4	1	1	#viio43	Db	iii		#viio43		#vii	o	43				o7	False	True	(-1, -4, 5, 2)	()	5	-1	Bb
n13op130_03	351	72	71	0	0	4/4	1	1	#i.#viio2	Db	#i		#viio2		#vii	o	2				o7	False	True	(-4, 5, 2, -1)	()	5	-4	Bb
n13op130_05	175	62	62	1/2	1/2	3/4	1	1	V65	Eb	I		V65		V		65				Mm7	False	False	(5, 2, -1, 1)	()	1	5	D
n13op130_05	176	63	63	0	0	3/4	1	1	V2/IV	Eb	I		V2/IV		V		2		IV		Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	Db
n13op130_05	177	63	63	1/4	1/4	3/4	1	1	IV6(2)	Eb	I		IV6(2)		IV		6	2			M	False	False	(3, 0, 1)	()	-1	3	C
n13op130_05	178	63	63	3/8	3/8	3/4	1	1	iv6	Eb	I		iv6		iv		6				m	False	False	(-4, 0, -1)	()	-1	-4	Cb
n13op130_05	179	63	63	1/2	1/2	3/4	1	1	V(+6)	Eb	I		V(+6)		V			+6			M	False	False	(1, 5, 2)	(4,)	1	1	Bb
n13op130_05	180	63	63	7/12	7/12	3/4	1	1	V7	Eb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	Bb
n13op130_05	181	64	64	0	0	3/4	1	1	V	Eb	I		V		V						M	False	False	(1, 5, 2)	()	1	1	Bb
n14op131_02	19	17	15	3/8	3/8	6/8	1	1	I]	D	I		I		I						M	False	False	(0, 4, 1)	()	0	0	D
n14op131_02	20	18	16	0	0	6/8	1	1	iii64	D	I		iii64		iii		64				m	False	False	(5, 4, 1)	()	4	5	C#
n14op131_02	21	18	16	3/8	3/8	6/8	1	1	iii%43	D	I		iii%43		iii	%	43				%7	False	False	(-2, 2, 4, 1)	()	4	-2	C
n14op131_02	22	18	16	5/8	5/8	6/8	1	1	viio2/ii	D	I		viio2/ii		vii	o	2		ii		o7	False	False	(-9, 0, -3, -6)	()	0	-9	Cb
n14op131_02	23	19	17	0	0	6/8	1	1	V7/ii	D	I		V7/ii		V		7		ii		Mm7	False	False	(3, 7, 4, 1)	()	3	3	B
n14op131_02	24	19	17	3/8	3/8	6/8	1	1	#viio/vi	D	I		#viio/vi		#vii	o			vi		o	False	False	(8, 5, 2)	()	8	8	A#
n14op131_02	25	20	18	0	0	6/8	1	1	V7	D	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	A
n15op132_01	39	20	20	0	0	4/4	1	1	#viio	a	i		#viio		#vii	o					o	True	True	(5, 2, -1)	()	5	5	G#
n15op132_01	40	20	20	1/4	1/4	4/4	1	1	V2/iv	a	i		V2/iv		V		2		iv		Mm7	True	True	(-2, 0, 4, 1)	()	0	-2	G
n15op132_01	41	20	20	1/2	1/2	4/4	1	1	IV6	a	i		IV6		IV		6				M	True	True	(3, 0, -1)	()	-1	3	F#
