key_regions	globalkey	localkey	length	length_norepeat	n_stepwise	%_stepwise	n_ascending	n_descending	bd	stepwise_bd	stepwise_chords	ascending_bd	ascending_chords	descending_bd	descending_chords	ixa	ixb
140	E	V	12	10	4	40.0	2	2	2 1 7 5 3 4 5 1 6 4	['2 1 7', '3 4 5 5']	['V43 I V6', 'I6 ii65 V(4) V']	['3 4 5 5']	['I6 ii65 V(4) V']	['2 1 7']	['V43 I V6']	('c04n03_courante_francoise', 27)	('c04n03_courante_francoise', 38)
141	E	vi	4	3	1	33.3	1	0	1 5 6	['5 5']	['V V7']	['5 5']	['V V7']	[]	[]	('c04n03_courante_francoise', 39)	('c04n03_courante_francoise', 42)
142	E	ii	10	8	5	62.5	2	3	3 2 1 5 6 4 5 4	['3 3 2 1', '5 5 6', '4 5']	['III+ i6 V43 i', 'V7(6) V7 VI', 'ii65 V']	['5 5 6', '4 5']	['V7(6) V7 VI', 'ii65 V']	['3 3 2 1', '5']	['III+ i6 V43 i', 'V']	('c04n03_courante_francoise', 43)	('c04n03_courante_francoise', 52)
143	E	I	31	31	10	32.3	5	5	#4 5 3 7 1 6 3 4 3 2 1 5 3 6 2 #4 5 3 2 1 4 6 2 #4 2 5 3 1 4 5 1	['#4 5', '7 1', '3 4 3 2 1', '#4 5', '3 2 1', '4 5']	['V6/V V', 'V65 I', 'I6 IV I6 V43 I', 'V65/V V', 'I6 ii V7/IV', 'ii65 V']	['#4 5', '7 1', '3 4', '#4 5', '4 5']	['V6/V V', 'V65 I', 'I6 IV', 'V65/V V', 'ii65 V']	['4 3 2 1', '3 2 1']	['IV I6 V43 I', 'I6 ii V7/IV']	('c04n03_courante_francoise', 53)	('c04n03_courante_francoise', 84)
144	e	i	11	11	2	18.2	1	1	1 5 2 3 1 4 2 1 5 1 4	['2 3', '2 1']	['V43 i6', 'V43 i']	['2 3']	['V43 i6']	['2 1']	['V43 i']	('c04n04_courante_a_litalienne', 0)	('c04n04_courante_a_litalienne', 11)
145	e	III	16	15	4	26.7	2	2	5 7 5 1 3 6 5 6 1 7 1 5 1 5 2	['6 5 5 6', '1 7 1']	['IV65 V iii6 vi', 'vi6 V65 I']	['5 5 6', '7 1']	['V iii6 vi', 'V65 I']	['6 5 5', '1 7']	['IV65 V iii6', 'vi6 V65']	('c04n04_courante_a_litalienne', 12)	('c04n04_courante_a_litalienne', 28)
146	e	i	14	12	6	50.0	2	4	1 7 6 5 1 5 #4 5 #7 1 5 1	['1 7 6 6 5', '5 5 #4 5', '#7 1']	['i v6 iv6(2) iv6 V', 'V v V65/v V', 'V65 i']	['#4 5', '#7 1']	['V65/v V', 'V65 i']	['1 7 6 6 5', '5 5 #4']	['i v6 iv6(2) iv6 V', 'V v V65/v']	('c04n04_courante_a_litalienne', 29)	('c04n04_courante_a_litalienne', 43)
147	e	VII	4	4	0	0.0	0	0	5 3 5 1	[]	[]	[]	[]	[]	[]	('c04n04_courante_a_litalienne', 45)	('c04n04_courante_a_litalienne', 48)
148	e	III	9	8	5	62.5	1	4	5 4 #1 2 4 3 2 1	['5 5 4', '#1 2', '4 3 2']	['V I64 V2', 'V65/ii ii', 'V2 vi64 V43']	['#1 2']	['V65/ii ii']	['5 5 4', '4 3 2']	['V I64 V2', 'V2 vi64 V43']	('c04n04_courante_a_litalienne', 49)	('c04n04_courante_a_litalienne', 57)
149	e	i	20	15	8	53.3	1	7	5 4 3 2 4 3 2 1 #7 1 5 1 4 7 3	['5 4 3 2', '4 3 2 1 #7 1']	['i64 V2 i6 iio', 'VII64 V2/VII V43 i V65 i']	['#7 1']	['V65 i']	['5 4 3 2', '4 3 2 1 #7']	['i64 V2 i6 iio', 'VII64 V2/VII V43 i V65']	('c04n04_courante_a_litalienne', 59)	('c04n04_courante_a_litalienne', 79)
150	e	iv	12	10	2	20.0	2	0	3 4 1 5 1 4 5 1 5 1	['3 4', '4 5 5']	['III ii%65', 'iv7(9) V(4) V']	['3 4', '4 5 5']	['III ii%65', 'iv7(9) V(4) V']	[]	[]	('c04n04_courante_a_litalienne', 80)	('c04n04_courante_a_litalienne', 92)
151	e	i	49	46	18	39.1	16	2	4 7 5 1 5 3 4 2 3 1 2 #7 1 #3 4 5 6 3 4 5 #6 #7 2 #7 5 1 6 4 5 #7 1 4 5 1 2 #7 5 1 6 4 5 3 2 1 5 1	['3 4', '2 3', '1 2', '#7 1', '#3 4 5 6', '3 4 4 5 5 #6 #7', '4 5', '#7 1', '4 5', '1 1 2', '4 5', '3 2 1']	['i65 iv7(9)', 'iio III+M7(9)', 'i ii%7(9)', '#viio7 i', 'V65/iv iv i64 ii%43', 'i6 IV7(9) ii6 V7 III+6 #vi%7 V65', 'ii%65 V', 'V6 i', 'iv7(9) V', 'i i V43', 'ii%65 V', 'i6 V43 i']	['3 4', '2 3', '1 2', '#7 1', '#3 4 5 6', '3 4 4 5 5 #6 #7', '4 5', '#7 1', '4 5', '1 1 2', '4 5']	['i65 iv7(9)', 'iio III+M7(9)', 'i ii%7(9)', '#viio7 i', 'V65/iv iv i64 ii%43', 'i6 IV7(9) ii6 V7 III+6 #vi%7 V65', 'ii%65 V', 'V6 i', 'iv7(9) V', 'i i V43', 'ii%65 V']	['3 2 1']	['i6 V43 i']	('c04n04_courante_a_litalienne', 93)	('c04n04_courante_a_litalienne', 144)
152	E	I	22	15	8	53.3	1	7	1 4 3 2 1 7 6 5 1 5 4 1 2 5 1	['4 4 3 3 2 2 1 1 7 7 6 5', '5 5 4', '1 2']	['IV ii6 iii7 I6 ii7 V43 I IV64 vii%7 V6 V43/V V', 'V V V2', 'I ii7']	['1 2']	['I ii7']	['4 4 3 3 2 2 1 1 7 7 6 5', '5 5 4']	['IV ii6 iii7 I6 ii7 V43 I IV64 vii%7 V6 V43/V V', 'V V V2']	('c04n05_sarabande', 0)	('c04n05_sarabande', 22)
153	E	ii	7	7	2	28.6	1	1	6 5 3 6 4 5 1	['6 5', '4 5']	['ii%43 V', 'ii%65 V']	['4 5']	['ii%65 V']	['6 5']	['ii%43 V']	('c04n05_sarabande', 23)	('c04n05_sarabande', 29)
154	E	I	18	18	6	33.3	2	4	7 5 1 7 6 #4 5 4 3 1 4 2 5 3 6 4 5 1	['1 7 6', '#4 5 4 3', '4 5']	['I V6 vi', 'V65/V V V2 V65/IV', 'ii65 V']	['#4 5', '4 5']	['V65/V V', 'ii65 V']	['1 7 6', '5 4 3']	['I V6 vi', 'V V2 V65/IV']	('c04n05_sarabande', 30)	('c04n05_sarabande', 47)
155	E	I	13	11	1	9.1	0	1	1 5 2 #4 2 4 3 1 3 5 1	['4 3']	['V2 I6']	[]	[]	['4 3']	['V2 I6']	('c04n06_rigaudon', 0)	('c04n06_rigaudon', 14)
156	E	V	4	4	0	0.0	0	0	4 2 5 1	[]	[]	[]	[]	[]	[]	('c04n06_rigaudon', 17)	('c04n06_rigaudon', 20)
157	E	ii	6	6	1	16.7	1	0	1 5 1 4 5 1	['4 5']	['ii%65 V']	['4 5']	['ii%65 V']	[]	[]	('c04n06_rigaudon', 22)	('c04n06_rigaudon', 27)
158	E	I	9	9	5	55.6	1	4	4 3 7 1 7 6 5 1 3	['4 3', '7 1 7 6 5']	['V2 I6', 'V65 I V65 V43/V V']	['7 1']	['V65 I']	['4 3', '1 7 6 5']	['V2 I6', 'I V65 V43/V V']	('c04n06_rigaudon', 29)	('c04n06_rigaudon', 37)
159	E	IV	5	3	0	0.0	0	0	2 6 1	[]	[]	[]	[]	[]	[]	('c04n06_rigaudon', 38)	('c04n06_rigaudon', 42)
160	E	V	6	4	0	0.0	0	0	7 2 6 1	[]	[]	[]	[]	[]	[]	('c04n06_rigaudon', 43)	('c04n06_rigaudon', 48)
161	E	I	13	13	4	30.8	4	0	1 5 1 5 1 5 3 4 5 6 4 5 1	['3 4 5 6', '4 5']	['I6 IVM7(9) V7 vi', 'ii65 V']	['3 4 5 6', '4 5']	['I6 IVM7(9) V7 vi', 'ii65 V']	[]	[]	('c04n06_rigaudon', 49)	('c04n06_rigaudon', 61)
162	E	I	30	23	2	8.7	0	2	1 5 2 6 3 1 5 1 5 2 6 3 1 5 1 4 3 5 1 4 3 5 1	['4 4 3 3', '4 4 3 3']	['IVM7 ii6 I6(7) I6', 'IVM7 ii6 I6(7) I6']	[]	[]	['4 4 3 3', '4 4 3 3']	['IVM7 ii6 I6(7) I6', 'IVM7 ii6 I6(7) I6']	('c04n07_forlane', 0)	('c04n07_forlane', 32)
163	E	vi	10	10	1	10.0	0	1	1 5 1 5 1 #7 5 1 5 1	['1 #7']	['i V65']	[]	[]	['1 #7']	['i V65']	('c04n07_forlane', 34)	('c04n07_forlane', 43)
164	E	I	72	67	19	28.4	12	7	b6 7 1 3 1 5 7 1 5 7 1 5 1 6 5 1 6 1 5 1 6 5 1 6 1 5 1 7 5 1 7 5 1 6 5 7 1 5 1 6 5 3 4 2 3 1 5 3 4 7 1 5 1 6 5 3 4 2 3 1 5 3 4 7 1 5 1	['7 1', '7 1', '7 1 1', '6 6 5', '6 6 5', '1 7', '1 7', '6 5', '7 1', '6 5', '3 4', '2 3', '3 4', '7 1', '6 5', '3 4', '2 3', '3 4', '7 1']	['V65 I', 'V65 I', 'V65 I(4) I', 'V43(4)/V V43/V V', 'V43(4)/V V43/V V', 'I V65', 'I V65', 'V43/V V', 'V6 I', 'V43/V V', 'I6 IV', 'ii7 I6', 'I6 iv7', 'V65 I', 'V43/V V', 'I6 IV', 'ii7 I6', 'I6 iv7', 'V65 I']	['7 1', '7 1', '7 1 1', '7 1', '3 4', '2 3', '3 4', '7 1', '3 4', '2 3', '3 4', '7 1']	['V65 I', 'V65 I', 'V65 I(4) I', 'V6 I', 'I6 IV', 'ii7 I6', 'I6 iv7', 'V65 I', 'I6 IV', 'ii7 I6', 'I6 iv7', 'V65 I']	['6 6 5', '6 6 5', '1 7', '1 7', '6 5', '6 5', '6 5']	['V43(4)/V V43/V V', 'V43(4)/V V43/V V', 'I V65', 'I V65', 'V43/V V', 'V43/V V', 'V43/V V']	('c04n07_forlane', 44)	('c04n07_forlane', 120)
165	E	i	27	25	18	72.0	8	10	1 4 3 4 3 4 3 4 3 4 3 4 3 4 3 5 1 4 3 4 3 4 3 5 1	['4 3 4 3 4 3 4 3 4 3 4 3 4 3', '4 3 4 3 4 3']	['ii%65 i6 ii%65 i6 ii%65 i6 ii%65 i6 ii%65 i6 ii%65 i6 ii%65 i6', 'ii%65 i6 ii%65 i6 ii%65 i6']	['3 4', '3 4', '3 4', '3 4', '3 4', '3 4', '3 4', '3 4']	['i6 ii%65', 'i6 ii%65', 'i6 ii%65', 'i6 ii%65', 'i6 ii%65', 'i6 ii%65', 'i6 ii%65', 'i6 ii%65']	['4 3', '4 3', '4 3', '4 3', '4 3', '4 3', '4 3', '4 3', '4 3', '4 3']	['ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6']	('c04n07_forlane', 121)	('c04n07_forlane', 148)
166	F	I	8	6	1	16.7	0	1	1 5 3 6 5 1	['6 5 5 5']	['ii43 V(4) V V7']	[]	[]	['6 5 5 5']	['ii43 V(4) V V7']	('c05n01_prelude', 0)	('c05n01_prelude', 9)
167	F	V	11	11	4	36.4	4	0	2 5 3 4 5 1 5 6 4 5 1	['3 4 5', '5 6', '4 5']	['I6 ii65 V7', 'V7 vi', 'ii65 V']	['3 4 5', '5 6', '4 5']	['I6 ii65 V7', 'V7 vi', 'ii65 V']	[]	[]	('c05n01_prelude', 11)	('c05n01_prelude', 21)
168	F	I	17	15	4	26.7	3	1	3 1 4 2 5 1 4 5 7 1 5 1 7 1 6	['4 4 5', '7 1', '1 7 1']	['IV ii6 V', 'V65 I', 'I V6 I']	['4 4 5', '7 1', '7 1']	['IV ii6 V', 'V65 I', 'V6 I']	['1 7']	['I V6']	('c05n01_prelude', 23)	('c05n01_prelude', 40)
169	F	V	6	3	0	0.0	0	0	b3 5 1	[]	[]	[]	[]	[]	[]	('c05n01_prelude', 41)	('c05n01_prelude', 46)
170	F	I	6	5	1	20.0	1	0	3 1 4 2 3	['2 2']	['ii ii65/vi']	['2 2']	['ii ii65/vi']	[]	[]	('c05n01_prelude', 48)	('c05n01_prelude', 53)
171	F	ii	8	7	1	14.3	1	0	5 3 1 6 4 5 1	['4 5 5']	['ii%65 V V7']	['4 5 5']	['ii%65 V V7']	[]	[]	('c05n01_prelude', 54)	('c05n01_prelude', 61)
172	F	I	36	32	18	56.2	16	2	5 3 4 5 6 7 1 4 2 1 5 7 1 5 7 1 5 6 7 1 3 4 5 6 4 5 1 7 3 4 5 1	['3 4 5 6 7 1', '2 1', '7 1', '7 1', '5 6 7 1', '3 4 4 5 5 6', '4 5', '1 1 7', '3 4 5 5']	['IM65 IVM7(9) V7 vi V65 I', 'V43 I', 'V65 I', 'V65 I', 'V IV65 V65 I', 'I6 IV ii6 V iii6 vi', 'ii65 V', 'I I V65', 'I6 ii65 V V7']	['3 4 5 6 7 1', '7 1', '7 1', '5 6 7 1', '3 4 4 5 5 6', '4 5', '3 4 5 5']	['IM65 IVM7(9) V7 vi V65 I', 'V65 I', 'V65 I', 'V IV65 V65 I', 'I6 IV ii6 V iii6 vi', 'ii65 V', 'I6 ii65 V V7']	['2 1', '1 1 7']	['V43 I', 'I I V65']	('c05n01_prelude', 63)	('c05n01_prelude', 98)
173	F	I	20	16	8	50.0	1	7	1 5 1 6 2 7 1 7 6 5 4 3 2 1 5 1	['7 7 1 7 6 5 4 3 2 1']	['V6 V65 I V6 IV6 iii6 ii6 I6 V43 I']	['7 7 1']	['V6 V65 I']	['1 7 6 5 4 3 2 1']	['I V6 IV6 iii6 ii6 I6 V43 I']	('c05n02_allemande', 0)	('c05n02_allemande', 20)
174	F	V	27	19	14	73.7	7	7	5 6 7 1 5 4 3 2 1 7 b7 6 7 1 5 6 4 5 1	['5 5 6 6 7 1', '5 5 4 3 2 1 7 b7 b7 6 6 7 7 1', '5 6', '4 5 5']	['V iii6 vi7 IV6 V65 I', 'V I64 V2 I6 V43 I V6 v6 V2/IV vi7 IV6 vii%7 V65 I', 'V7 vi', 'ii65 V(64) V']	['5 5 6 6 7 1', '6 6 7 7 1', '5 6', '4 5 5']	['V iii6 vi7 IV6 V65 I', 'vi7 IV6 vii%7 V65 I', 'V7 vi', 'ii65 V(64) V']	['5 5 4 3 2 1 7 b7 b7 6 6']	['V I64 V2 I6 V43 I V6 v6 V2/IV vi7 IV6']	('c05n02_allemande', 21)	('c05n02_allemande', 49)
175	F	I	7	6	3	50.0	0	3	5 4 3 2 5 1	['5 4 3 2']	['V V2 I6 ii7']	[]	[]	['5 4 3 2']	['V V2 I6 ii7']	('c05n02_allemande', 51)	('c05n02_allemande', 57)
176	F	vi	10	9	4	44.4	2	2	6 4 5 4 3 1 4 5 1	['4 5 4 3', '4 5']	['ii%65 V V2 i6', 'ii%65 V']	['4 5', '4 5']	['ii%65 V', 'ii%65 V']	['5 4 3']	['V V2 i6']	('c05n02_allemande', 58)	('c05n02_allemande', 68)
177	F	ii	4	4	2	50.0	0	2	#7 5 4 3	['5 4']	['V V2']	[]	[]	['5 4']	['V V2']	('c05n02_allemande', 70)	('c05n02_allemande', 73)
178	F	v	4	3	0	0.0	0	0	#7 5 1	[]	[]	[]	[]	[]	[]	('c05n02_allemande', 74)	('c05n02_allemande', 77)
179	F	ii	8	7	3	42.9	0	3	6 5 3 2 1 5 1	['6 5', '3 2 1']	['ii%43 V', 'i6 V43 i']	[]	[]	['6 5', '3 2 1']	['ii%43 V', 'i6 V43 i']	('c05n02_allemande', 78)	('c05n02_allemande', 85)
180	F	I	65	61	10	16.4	2	8	5 3 1 6 4 2 7 5 3 1 6 4 2 7 5 7 1 5 7 5 4 3 1 b7 6 4 2 7 5 1 6 4 2 7 5 3 1 6 4 2 7 1 5 1 4 2 7 5 3 2 1 6 4 2 7 5 3 2 1 5 1	['7 1 1', '5 4 3', '1 b7 6', '7 1', '3 2 1', '3 2 1']	['V65 I(4) I', 'V V2 I6', 'I V2/IV IV6', 'V65 I', 'I6 V43 I', 'I6 V43 I']	['7 1 1', '7 1']	['V65 I(4) I', 'V65 I']	['5 4 3', '1 b7 6', '3 2 1', '3 2 1']	['V V2 I6', 'I V2/IV IV6', 'I6 V43 I', 'I6 V43 I']	('c05n02_allemande', 87)	('c05n02_allemande', 153)
181	f	i	12	10	3	30.0	1	2	1 #7 1 6 4 2 1 5 3 1	['1 1 #7 1', '2 1 1']	['i ii%2 V65 i', 'V43 i(4) i']	['#7 1']	['V65 i']	['1 1 #7', '2 1 1']	['i ii%2 V65', 'V43 i(4) i']	('c05n03_sarabande', 0)	('c05n03_sarabande', 11)
182	f	v	6	4	1	25.0	1	0	2 3 5 1	['2 3 3']	['iio III+(9) i6']	['2 3 3']	['iio III+(9) i6']	[]	[]	('c05n03_sarabande', 12)	('c05n03_sarabande', 17)
183	f	III	20	17	9	52.9	3	6	3 2 1 5 3 2 1 7 1 5 3 1 4 3 4 5 1	['3 2 1 1', '3 2 1 7 1', '4 4 3 4 5 5']	['I6 V43 I(4) I', 'I6 V43 I V65 I', 'IV V2 I6 ii65 V(4) V']	['7 1', '3 4 5 5']	['V65 I', 'I6 ii65 V(4) V']	['3 2 1 1', '3 2 1 7', '4 4 3']	['I6 V43 I(4) I', 'I6 V43 I V65', 'IV V2 I6']	('c05n03_sarabande', 18)	('c05n03_sarabande', 37)
184	f	iv	4	4	2	50.0	0	2	5 3 2 1	['3 2']	['i6 V43']	[]	[]	['3 2']	['i6 V43']	('c05n03_sarabande', 38)	('c05n03_sarabande', 41)
185	f	i	12	12	3	25.0	1	2	3 2 1 5 3 #7 5 1 6 4 5 1	['3 2 1', '4 5']	['IV2 V43 i', 'IV7(9) V7']	['4 5']	['IV7(9) V7']	['3 2 1']	['IV2 V43 i']	('c05n03_sarabande', 42)	('c05n03_sarabande', 53)
186	f	i	24	22	10	45.5	9	1	1 2 3 #7 1 5 3 4 2 3 1 2 #7 1 3 2 3 #7 1 5 3 #7	['1 2 3', '#7 1', '3 3 4', '2 2 3', '1 2', '#7 1', '3 2 3', '#7 1']	['i V43 i6', 'V65 i', 'i6 i65 iv', 'VII6 V65/III III', 'VI65 iio', 'V65 i', 'i6 V43 i6', 'V65 i']	['1 2 3', '#7 1', '3 3 4', '2 2 3', '1 2', '#7 1', '2 3', '#7 1']	['i V43 i6', 'V65 i', 'i6 i65 iv', 'VII6 V65/III III', 'VI65 iio', 'V65 i', 'V43 i6', 'V65 i']	['3 2']	['i6 V43']	('c05n04_gavote', 0)	('c05n04_gavote', 25)
187	f	v	4	3	1	33.3	1	0	4 5 1	['4 5 5']	['ii%65 V(64) V']	['4 5 5']	['ii%65 V(64) V']	[]	[]	('c05n04_gavote', 26)	('c05n04_gavote', 29)
188	f	III	4	4	3	75.0	1	2	1 7 1 7	['1 7 1']	['I V6 I']	['7 1']	['V6 I']	['1 7', '1']	['I V6', 'I']	('c05n04_gavote', 30)	('c05n04_gavote', 33)
189	f	VII	5	4	1	25.0	1	0	4 5 1 3	['4 5']	['ii65 V']	['4 5']	['ii65 V']	[]	[]	('c05n04_gavote', 34)	('c05n04_gavote', 38)
190	f	i	5	4	1	25.0	0	1	4 1 6 5	['6 6']	['VIM7 ii%43']	[]	[]	['6 6']	['VIM7 ii%43']	('c05n04_gavote', 39)	('c05n04_gavote', 43)
191	f	iv	3	3	0	0.0	0	0	#7 5 1	[]	[]	[]	[]	[]	[]	('c05n04_gavote', 44)	('c05n04_gavote', 46)
192	f	III	4	4	0	0.0	0	0	7 5 1 6	[]	[]	[]	[]	[]	[]	('c05n04_gavote', 47)	('c05n04_gavote', 50)
193	f	VII	12	10	8	80.0	4	4	5 4 3 4 5 1 7 1 7 1	['5 4 3 4 5 5', '1 1 7 1 7']	['I64 V2 I6 ii65 V(4) V7', 'I I V6 I V6']	['3 4 5 5', '7 1', '7']	['I6 ii65 V(4) V7', 'V6 I', 'V6']	['5 4 3', '1 1 7', '1 7']	['I64 V2 I6', 'I I V6', 'I V6']	('c05n04_gavote', 51)	('c05n04_gavote', 62)
194	f	iv	8	8	6	75.0	2	4	2 1 #7 1 #7 1 #6 5	['2 1 #7 1 #7 1', '#6']	['V43 i V6 i V6 i', 'IV65']	['#7 1', '#7 1']	['V6 i', 'V6 i']	['2 1 #7', '1 #7', '#6']	['V43 i V6', 'i V6', 'IV65']	('c05n04_gavote', 63)	('c05n04_gavote', 72)
195	f	i	14	13	4	30.8	3	1	1 4 5 #7 2 1 5 3 #7 1 5 3 4	['4 5', '2 1', '#7 1', '3 3']	['ii%65 V', 'i(2) i', 'V65 i', 'i6 i65']	['4 5', '#7 1', '3 3']	['ii%65 V', 'V65 i', 'i6 i65']	['2 1']	['i(2) i']	('c05n04_gavote', 73)	('c05n04_gavote', 87)
196	f	III	3	3	0	0.0	0	0	7 5 1	[]	[]	[]	[]	[]	[]	('c05n04_gavote', 88)	('c05n04_gavote', 90)
197	f	i	12	10	2	20.0	2	0	1 4 2 5 3 5 6 4 5 1	['5 6', '4 5 5']	['III+6 VI', 'ii%65 V(4) V']	['5 6', '4 5 5']	['III+6 VI', 'ii%65 V(4) V']	[]	[]	('c05n04_gavote', 92)	('c05n04_gavote', 103)
198	F	I	30	29	4	13.8	2	2	1 4 1 4 1 5 1 5 3 7 3 7 3 7 6 4 5 1 3 7 3 7 3 7 6 4 5 1 3	['7 6', '4 5', '7 6', '4 5']	['V6 vi', 'ii65 V', 'V6 vi', 'ii65 V']	['4 5', '4 5']	['ii65 V', 'ii65 V']	['7 6', '7 6']	['V6 vi', 'V6 vi']	('c05n05_musete', 0)	('c05n05_musete', 29)
199	F	V	9	8	4	50.0	1	3	1 4 3 2 1 4 5 1	['4 3 2 1', '4 5 5']	['ii6 I6 V43 I', 'IVM7 V(4) V']	['4 5 5']	['IVM7 V(4) V']	['4 3 2 1']	['ii6 I6 V43 I']	('c05n05_musete', 30)	('c05n05_musete', 38)
200	F	I	18	18	9	50.0	0	9	3 7 5 4 3 2 1 7 6 3 6 3 6 1 4 3 2 1	['5 4 3 2 1 7 6', '4 3 2']	['I64 V2 I6 V43 I V6 vi', 'IV I6 V43']	[]	[]	['5 4 3 2 1 7 6', '4 3 2']	['I64 V2 I6 V43 I V6 vi', 'IV I6 V43']	('c05n05_musete', 39)	('c05n05_musete', 56)
201	F	vi	27	25	10	40.0	9	1	3 #7 3 #7 3 #7 3 #7 3 #7 1 5 3 4 5 6 3 4 5 6 4 3 4 5 1	['#7 1 1', '3 4 5 6', '3 4 5 6', '4 3 4 5 5']	['V65 i(4) i', 'i6 IV7(9) V7 VI', 'i6 IV7(9) V7 VI', '#viio43 i6 ii%65 V(64) V']	['#7 1 1', '3 4 5 6', '3 4 5 6', '3 4 5 5']	['V65 i(4) i', 'i6 IV7(9) V7 VI', 'i6 IV7(9) V7 VI', 'i6 ii%65 V(64) V']	['4 3']	['#viio43 i6']	('c05n05_musete', 57)	('c05n05_musete', 83)
202	F	I	8	8	6	75.0	0	6	4 3 2 1 4 3 2 1	['4 3 2 1', '4 3 2']	['IV I6 V43 I', 'IV I6 V43']	[]	[]	['4 3 2 1', '4 3 2']	['IV I6 V43 I', 'IV I6 V43']	('c05n05_musete', 84)	('c05n05_musete', 91)
203	F	V	8	8	6	75.0	0	6	4 3 2 1 4 3 2 1	['4 3 2 1', '4 3 2']	['IV I6 V43 I', 'IV I6 V43']	[]	[]	['4 3 2 1', '4 3 2']	['IV I6 V43 I', 'IV I6 V43']	('c05n05_musete', 92)	('c05n05_musete', 99)
204	F	I	18	18	10	55.6	4	6	6 3 6 3 6 3 6 3 4 3 2 1 2 3 4 3 2 1	['3 4 3 2 1 2 3 4 3 2']	['I6 IV I6 V43 I V43 I6 IV I6 V43']	['3 4', '1 2 3 4']	['I6 IV', 'I V43 I6 IV']	['4 3 2 1', '4 3 2']	['IV I6 V43 I', 'IV I6 V43']	('c05n05_musete', 100)	('c05n05_musete', 117)
205	Bb	I	26	19	13	68.4	8	5	1 b7 6 7 1 5 6 7 1 7 1 2 4 3 4 2 1 5 7	['1 1 b7 b7 6 7 1 1', '5 5 6 6 7 1 1 7 1 2 2', '4 3 4', '2 1']	['I ii2 ii65/IV V2/IV IV6 V65 I(4) I', 'V I64 vi7 IVM65 V65 I ii2 V65 I ii7(9) V43', 'I6(42) I6 IV', 'V43 I']	['6 7 1 1', '5 5 6 6 7 1 1', '7 1 2 2', '3 4']	['IV6 V65 I(4) I', 'V I64 vi7 IVM65 V65 I ii2', 'V65 I ii7(9) V43', 'I6 IV']	['1 1 b7 b7 6', '1 1 7', '4 3', '2 1']	['I ii2 ii65/IV V2/IV IV6', 'I ii2 V65', 'I6(42) I6', 'V43 I']	('c06n01_grave', 0)	('c06n01_grave', 25)
206	Bb	V	5	4	2	50.0	2	0	4 6 7 1	['6 7 1']	['IV6 V65 I(4)']	['6 7 1']	['IV6 V65 I(4)']	[]	[]	('c06n01_grave', 26)	('c06n01_grave', 30)
207	Bb	I	5	5	4	80.0	0	4	4 3 2 1 7	['4 3 2 1']	['ii6 I6 viio6 vi6']	[]	[]	['4 3 2 1']	['ii6 I6 viio6 vi6']	('c06n01_grave', 31)	('c06n01_grave', 35)
208	Bb	V	8	6	3	50.0	2	1	2 4 3 4 5 1	['4 3 4 5 5']	['V2 I6 ii65 V(64) V']	['3 4 5 5']	['I6 ii65 V(64) V']	['4 3']	['V2 I6']	('c06n01_grave', 36)	('c06n01_grave', 44)
209	Bb	I	12	9	5	55.6	4	1	6 4 3 4 5 1 5 #5 6	['4 3 4 5 5', '5 5 #5 6']	['V2 I6 ii65 V(4) V', 'V(4) V7 #viio7/vi vi(94)']	['3 4 5 5', '5 5 #5 6']	['I6 ii65 V(4) V', 'V(4) V7 #viio7/vi vi(94)']	['4 3']	['V2 I6']	('c06n01_grave', 45)	('c06n01_grave', 57)
210	Bb	vi	16	11	4	36.4	4	0	6 4 5 #6 #7 5 1 4 5 1 5	['4 5 5 #6 #6 #7', '4 5 5']	['ii%65 V i64 #vi%7 IV6 V65', 'ii%65 V(64) V']	['4 5 5 #6 #6 #7', '4 5 5']	['ii%65 V i64 #vi%7 IV6 V65', 'ii%65 V(64) V']	[]	[]	('c06n01_grave', 58)	('c06n01_grave', 74)
211	Bb	I	36	27	8	29.6	6	2	4 6 7 1 5 b7 6 2 7 1 4 5 1 4 2 #4 5 3 1 4 1 2 1 5 3 5 1	['6 7 1 1', 'b7 b7 6', '7 1', '4 5 5', '#4 5 5', '1 2 1']	['IV6 V65 I(4) I', 'v6 V2/IV IV6', 'V65 I', 'ii65 V(64) V', 'V65/V V(4) V', 'I V43 I']	['6 7 1 1', '7 1', '4 5 5', '#4 5 5', '1 2']	['IV6 V65 I(4) I', 'V65 I', 'ii65 V(64) V', 'V65/V V(4) V', 'I V43']	['b7 b7 6', '2 1']	['v6 V2/IV IV6', 'V43 I']	('c06n01_grave', 75)	('c06n01_grave', 110)
212	Bb	I	22	16	9	56.2	7	2	1 5 4 3 4 6 7 1 3 4 5 3 4 2 3 1	['5 5 5 4 4 3 3 4', '6 7 1 1', '3 4 5', '3 4 4', '2 3']	['I64 V I64 ii6(2) ii6 I6(2) I6 IV(9)', 'IV6 V65 I(4) I', 'I6 ii65 V', 'I6 IV(9) IV', 'ii iii(9)']	['3 3 4', '6 7 1 1', '3 4 5', '3 4 4', '2 3']	['I6(2) I6 IV(9)', 'IV6 V65 I(4) I', 'I6 ii65 V', 'I6 IV(9) IV', 'ii iii(9)']	['5 5 5 4 4 3 3']	['I64 V I64 ii6(2) ii6 I6(2) I6']	('c06n02_allemande', 0)	('c06n02_allemande', 22)
